"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"경기도교육청","경기도교육청","경기도 김포시","S090005673","장기고등학교","04","공립","N","","10","323","32.3","10","312","31.2","10","315","31.5","2","17","8.5","1","5","5","33","972","29.5","62","15.7"
"경기도교육청","경기도교육청","경기도 안산시 단원구","S090005674","신길고등학교","04","공립","N","","11","230","20.9","12","269","22.4","12","268","22.3","1","3","3","0","0","0","36","770","21.4","68","11.3"
"경기도교육청","경기도교육청","경기도 광주시","S090005675","광남고등학교","04","공립","N","","10","290","29","10","277","27.7","10","257","25.7","2","11","5.5","0","0","0","32","835","26.1","63","13.3"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090005676","광덕고등학교","04","공립","N","","10","221","22.1","11","241","21.9","11","244","22.2","1","2","2","0","0","0","33","708","21.5","63","11.2"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090005677","흥덕고등학교","04","공립","N","","9","242","26.9","9","231","25.7","9","229","25.4","1","6","6","0","0","0","28","708","25.3","55","12.9"
"경기도교육청","경기도교육청","경기도 양주시","S090005796","덕현고등학교","04","공립","N","","10","278","27.8","12","384","32","12","391","32.6","1","7","7","0","0","0","35","1060","30.3","69","15.4"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090005797","서정고등학교","04","공립","N","","10","232","23.2","12","273","22.8","12","288","24","2","8","4","0","0","0","36","801","22.3","70","11.4"
"경기도교육청","경기도교육청","경기도 광명시","S090005798","운산고등학교","04","공립","N","","10","241","24.1","10","244","24.4","10","259","25.9","2","11","5.5","0","0","0","32","755","23.6","59","12.8"
"경기도교육청","경기도교육청","경기도 파주시","S090005799","운정고등학교","04","공립","N","","12","376","31.3","12","380","31.7","12","373","31.1","0","0","0","0","0","0","36","1129","31.4","69","16.4"
"경기도교육청","경기도교육청","경기도 남양주시","S090005800","마석고등학교","04","공립","N","","11","311","28.3","11","330","30","11","317","28.8","2","16","8","2","7","3.5","37","981","26.5","69","14.2"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090005801","상록고등학교","04","공립","N","","12","287","23.9","13","317","24.4","13","337","25.9","3","21","7","0","0","0","41","962","23.5","76","12.7"
"경기도교육청","경기도교육청","경기도 남양주시","S090005803","진접고등학교","04","공립","N","","12","337","28.1","12","349","29.1","12","341","28.4","3","17","5.7","0","0","0","39","1044","26.8","75","13.9"
"경기도교육청","경기도교육청","경기도 평택시","S090005804","청북고등학교","04","공립","N","","9","280","31.1","9","275","30.6","9","263","29.2","1","5","5","0","0","0","28","823","29.4","54","15.2"
"경기도교육청","경기도교육청","경기도 오산시","S090005806","세마고등학교","04","공립","N","","10","285","28.5","10","291","29.1","10","281","28.1","1","2","2","0","0","0","31","859","27.7","59","14.6"
"경기도교육청","경기도교육청","경기도 화성시","S090005808","능동고등학교","04","공립","N","","8","258","32.3","8","263","32.9","8","267","33.4","1","9","9","0","0","0","25","797","31.9","49","16.3"
"경기도교육청","경기도교육청","경기도 김포시","S090005811","마송고등학교","04","공립","N","","5","97","19.4","8","128","16","7","121","17.3","1","5","5","4","15","3.8","25","366","14.6","46","8"
"경기도교육청","경기도교육청","경기도 의왕시","S090005815","모락고등학교","04","공립","N","","7","168","24","8","197","24.6","8","171","21.4","2","9","4.5","0","0","0","25","545","21.8","48","11.4"
"경기도교육청","경기도교육청","경기도 광주시","S090005820","경화여자English Business고등학교","04","사립","N","","5","125","25","5","132","26.4","5","123","24.6","0","0","0","0","0","0","15","380","25.3","32","11.9"
"경기도교육청","경기도교육청","경기도 안성시","S090005831","경기창조고등학교","04","공립","N","","10","286","28.6","10","283","28.3","10","298","29.8","3","22","7.3","2","7","3.5","35","896","25.6","66","13.6"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090005836","보평고등학교","04","공립","N","","8","204","25.5","8","211","26.4","8","213","26.6","1","9","9","0","0","0","25","637","25.5","49","13"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090005844","운중고등학교","04","공립","N","","8","199","24.9","8","216","27","8","207","25.9","1","4","4","0","0","0","25","626","25","47","13.3"
"경기도교육청","경기도교육청","경기도 남양주시","S090005898","가운고등학교","04","공립","N","","11","283","25.7","11","294","26.7","11","314","28.5","1","6","6","0","0","0","34","897","26.4","66","13.6"
"경기도교육청","경기도교육청","경기도 파주시","S090005899","동패고등학교","04","공립","N","","12","378","31.5","12","393","32.8","12","375","31.3","2","11","5.5","0","0","0","38","1157","30.4","73","15.8"
"경기도교육청","경기도교육청","경기도 부천시","S090005900","역곡고등학교","04","공립","N","","6","147","24.5","6","156","26","6","139","23.2","2","11","5.5","0","0","0","20","453","22.7","38","11.9"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090005901","판교고등학교","04","공립","N","","8","170","21.3","8","190","23.8","8","197","24.6","1","8","8","0","0","0","25","565","22.6","49","11.5"
"경기도교육청","경기도교육청","경기도 오산시","S090005902","세교고등학교","04","공립","N","","10","294","29.4","10","319","31.9","10","313","31.3","1","3","3","0","0","0","31","929","30","60","15.5"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090005903","서천고등학교","04","공립","N","","9","264","29.3","9","263","29.2","9","258","28.7","1","3","3","0","0","0","28","788","28.1","53","14.9"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090005904","성복고등학교","04","공립","N","","12","373","31.1","12","359","29.9","12","372","31","1","7","7","0","0","0","37","1111","30","73","15.2"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090005905","대화고등학교","04","공립","N","","11","272","24.7","12","316","26.3","12","316","26.3","1","8","8","0","0","0","36","912","25.3","70","13"
"경기도교육청","경기도교육청","경기도 이천시","S090005906","이현고등학교","04","공립","N","","9","236","26.2","10","265","26.5","10","264","26.4","2","13","6.5","0","0","0","31","778","25.1","59","13.2"
"경기도교육청","경기도교육청","경기도 광주시","S090005908","초월고등학교","04","공립","N","","12","339","28.3","12","359","29.9","12","330","27.5","2","8","4","1","3","3","39","1039","26.6","74","14"
"경기도교육청","경기도교육청","경기도 화성시","S090005909","향일고등학교","04","공립","N","","8","240","30","8","259","32.4","8","239","29.9","1","7","7","0","0","0","25","745","29.8","49","15.2"
"경기도교육청","경기도교육청","경기도 남양주시","S090005910","판곡고등학교","04","공립","N","","10","255","25.5","12","346","28.8","12","348","29","1","6","6","0","0","0","35","955","27.3","68","14"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090005984","광교고등학교","04","공립","N","","10","247","24.7","10","267","26.7","10","284","28.4","1","9","9","0","0","0","31","807","26","61","13.2"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090006514","율천고등학교","04","공립","N","","6","136","22.7","6","135","22.5","6","140","23.3","2","8","4","0","0","0","20","419","21","39","10.7"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090006518","덕이고등학교","04","공립","N","","11","278","25.3","12","318","26.5","12","292","24.3","0","0","0","0","0","0","35","888","25.4","69","12.9"
"경기도교육청","경기도교육청","경기도 의정부시","S090006519","송양고등학교","04","공립","N","","11","267","24.3","12","306","25.5","12","307","25.6","1","9","9","0","0","0","36","889","24.7","71","12.5"
"경기도교육청","경기도교육청","경기도 남양주시","S090006520","별내고등학교","04","공립","N","","10","245","24.5","10","243","24.3","10","259","25.9","1","6","6","0","0","0","31","753","24.3","61","12.3"
"경기도교육청","경기도교육청","경기도 군포시","S090006521","군포중앙고등학교","04","공립","N","","8","195","24.4","8","192","24","8","198","24.8","1","2","2","0","0","0","25","587","23.5","48","12.2"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090006522","상현고등학교","04","공립","N","","10","308","30.8","10","308","30.8","10","309","30.9","1","5","5","0","0","0","31","930","30","60","15.5"
"경기도교육청","경기도교육청","경기도 김포시","S090006523","솔터고등학교","04","공립","N","","10","318","31.8","10","318","31.8","10","329","32.9","1","8","8","0","0","0","31","973","31.4","61","16"
"경기도교육청","경기도교육청","경기도 용인시 수지구","S090006525","신봉고등학교","04","공립","N","","12","365","30.4","12","363","30.3","12","341","28.4","1","9","9","0","0","0","37","1078","29.1","72","15"
"경기도교육청","경기도교육청","경기도 평택시","S090006539","비전고등학교","04","공립","N","","10","304","30.4","10","336","33.6","10","315","31.5","2","11","5.5","0","0","0","32","966","30.2","62","15.6"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090006540","부곡고등학교","04","공립","N","","11","263","23.9","12","288","24","12","281","23.4","3","22","7.3","0","0","0","38","854","22.5","71","12"
"경기도교육청","경기도교육청","경기도 하남시","S090006541","풍산고등학교","04","공립","N","","8","216","27","8","218","27.3","8","219","27.4","1","1","1","0","0","0","25","654","26.2","48","13.6"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090006542","호매실고등학교","04","공립","N","","8","194","24.3","8","207","25.9","8","218","27.3","2","15","7.5","0","0","0","26","634","24.4","49","12.9"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090006561","고양국제고등학교","04","공립","N","","8","204","25.5","8","199","24.9","8","194","24.3","0","0","0","0","0","0","24","597","24.9","63","9.5"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S090006562","저현고등학교","04","공립","N","","12","301","25.1","12","319","26.6","12","305","25.4","1","8","8","0","0","0","37","933","25.2","73","12.8"
"경기도교육청","경기도교육청","경기도 화성시","S090006577","동탄국제고등학교","04","공립","N","","8","205","25.6","8","198","24.8","8","196","24.5","0","0","0","0","0","0","24","599","25","60","10"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090006624","고양동산고등학교","04","공립","N","","7","173","24.7","8","217","27.1","8","214","26.8","1","5","5","0","0","0","24","609","25.4","46","13.2"
"경기도교육청","경기도교육청","경기도 광명시","S090006645","광휘고등학교","04","공립","N","","10","254","25.4","10","255","25.5","10","261","26.1","1","8","8","0","0","0","31","778","25.1","64","12.2"
"경기도교육청","경기도교육청","경기도 화성시","S090006700","화성반월고등학교","04","공립","N","","9","280","31.1","9","284","31.6","9","292","32.4","1","1","1","0","0","0","28","857","30.6","53","16.2"
"경기도교육청","경기도교육청","경기도 오산시","S090006701","매홀고등학교","04","공립","N","","10","283","28.3","10","286","28.6","10","272","27.2","1","3","3","0","0","0","31","844","27.2","62","13.6"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090006702","수원칠보고등학교","04","공립","N","","10","243","24.3","10","254","25.4","10","265","26.5","1","8","8","0","0","0","31","770","24.8","61","12.6"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090006703","곡정고등학교","04","공립","N","","10","240","24","10","258","25.8","10","233","23.3","1","9","9","0","0","0","31","740","23.9","61","12.1"
"경기도교육청","경기도교육청","경기도 김포시","S090006717","운양고등학교","04","공립","N","","10","318","31.8","10","318","31.8","10","332","33.2","1","5","5","0","0","0","31","973","31.4","61","16"
"경기도교육청","경기도교육청","경기도 파주시","S090006763","한민고등학교","04","사립","N","","13","360","27.7","13","349","26.8","13","334","25.7","0","0","0","0","0","0","39","1043","26.7","62","16.8"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090006764","도래울고등학교","04","공립","N","","9","212","23.6","10","244","24.4","10","265","26.5","1","2","2","0","0","0","30","723","24.1","58","12.5"
"경기도교육청","경기도교육청","경기도 양주시","S090006765","옥정고등학교","04","공립","N","","10","276","27.6","10","313","31.3","10","329","32.9","0","0","0","0","0","0","30","918","30.6","58","15.8"
"경기도교육청","경기도교육청","경기도 하남시","S090006810","미사고등학교","04","공립","N","","10","269","26.9","10","274","27.4","8","215","26.9","1","3","3","0","0","0","29","761","26.2","56","13.6"
"경기도교육청","경기도교육청","경기도 화성시","S090006811","한백고등학교","04","공립","N","","10","326","32.6","10","322","32.2","10","335","33.5","1","7","7","0","0","0","31","990","31.9","61","16.2"
"경기도교육청","경기도교육청","경기도 화성시","S090006812","동탄중앙고등학교","04","공립","N","","10","314","31.4","10","322","32.2","10","322","32.2","2","15","7.5","0","0","0","32","973","30.4","62","15.7"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090006813","이의고등학교","04","공립","N","","12","288","24","12","318","26.5","12","325","27.1","1","4","4","0","0","0","37","935","25.3","70","13.4"
"경기도교육청","경기도교육청","경기도 김포시","S090006814","김포제일고등학교","04","공립","N","","12","379","31.6","12","352","29.3","12","356","29.7","0","0","0","0","0","0","36","1087","30.2","70","15.5"
"경기도교육청","경기도교육청","경기도 파주시","S090006903","지산고등학교","04","공립","N","","12","385","32.1","12","392","32.7","12","380","31.7","1","7","7","0","0","0","37","1164","31.5","72","16.2"
"경기도교육청","경기도교육청","경기도 남양주시","S090006905","별가람고등학교","04","공립","N","","9","200","22.2","9","213","23.7","10","234","23.4","1","4","4","0","0","0","29","651","22.4","56","11.6"
"경기도교육청","경기도교육청","경기도 구리시","S090006906","갈매고등학교","04","공립","N","","9","214","23.8","9","211","23.4","9","236","26.2","0","0","0","0","0","0","27","661","24.5","54","12.2"
"경기도교육청","경기도교육청","경기도 파주시","S090006908","한빛고등학교","04","공립","N","","12","378","31.5","12","390","32.5","12","355","29.6","2","12","6","0","0","0","38","1135","29.9","73","15.5"
"경기도교육청","경기도교육청","경기도 하남시","S090006919","미사강변고등학교","04","공립","N","","9","195","21.7","9","190","21.1","7","154","22","1","7","7","0","0","0","26","546","21","50","10.9"
"경기도교육청","경기도교육청","경기도 광주시","S090006920","태전고등학교","04","공립","N","","10","296","29.6","10","295","29.5","10","280","28","1","8","8","0","0","0","31","879","28.4","60","14.7"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090006921","용인삼계고등학교","04","공립","N","","8","203","25.4","8","228","28.5","8","207","25.9","1","1","1","0","0","0","25","639","25.6","47","13.6"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090006924","고림고등학교","04","공립","N","","12","316","26.3","12","354","29.5","12","341","28.4","1","5","5","1","5","5","38","1021","26.9","72","14.2"
"경기도교육청","경기도교육청","경기도 시흥시","S090006925","배곧고등학교","04","공립","N","","10","337","33.7","10","319","31.9","10","320","32","1","6","6","0","0","0","31","982","31.7","60","16.4"
"경기도교육청","경기도교육청","경기도 하남시","S090007014","위례고등학교","04","공립","N","","6","122","20.3","6","101","16.8","5","78","15.6","1","1","1","0","0","0","18","302","16.8","34","8.9"
"경기도교육청","경기도교육청","경기도 화성시","S090007015","하길고등학교","04","공립","N","","10","301","30.1","10","309","30.9","10","261","26.1","0","0","0","0","0","0","30","871","29","58","15"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090007016","위례한빛고등학교","04","공립","N","","11","239","21.7","12","287","23.9","12","279","23.3","2","12","6","0","0","0","37","817","22.1","73","11.2"
"경기도교육청","경기도교육청","경기도 화성시","S090007130","이산고등학교","04","공립","N","","12","380","31.7","12","391","32.6","12","339","28.3","0","0","0","0","0","0","36","1110","30.8","70","15.9"
"경기도교육청","경기도교육청","경기도 화성시","S090007131","창의고등학교","04","공립","N","","12","388","32.3","12","399","33.3","12","356","29.7","0","0","0","0","0","0","36","1143","31.8","70","16.3"
"경기도교육청","경기도교육청","경기도 화성시","S090007243","정현고등학교","04","공립","N","","12","389","32.4","12","401","33.4","12","331","27.6","1","1","1","0","0","0","37","1122","30.3","71","15.8"
"경기도교육청","경기도교육청","경기도 김포시","S090007314","고촌고등학교","04","공립","N","","10","314","31.4","10","319","31.9","0","0","0","1","3","3","0","0","0","21","636","30.3","40","15.9"
"경기도교육청","경기도교육청","경기도 화성시","S090007315","새솔고등학교","04","공립","N","","6","104","17.3","5","101","20.2","0","0","0","1","2","2","1","1","1","13","208","16","23","9"
"경기도교육청","경기도교육청","경기도 화성시","S090007316","서연고등학교","04","공립","N","","12","374","31.2","12","253","21.1","0","0","0","0","0","0","0","0","0","24","627","26.1","47","13.3"
"경기도교육청","경기도교육청","경기도 남양주시","S090007317","남양주다산고등학교","04","공립","N","","10","226","22.6","10","230","23","0","0","0","1","2","2","0","0","0","21","458","21.8","40","11.5"
"경기도교육청","경기도교육청","경기도 시흥시","S090007318","목감고등학교","04","공립","N","","8","149","18.6","9","145","16.1","0","0","0","1","5","5","0","0","0","18","299","16.6","34","8.8"
"경기도교육청","경기도교육청","경기도 하남시","S090007408","감일고등학교","04","공립","N","","4","84","21","0","0","0","0","0","0","1","1","1","0","0","0","5","85","17","12","7.1"
"경기도교육청","경기도교육청","경기도 양주시","S090007409","옥빛고등학교","04","공립","N","","8","187","23.4","0","0","0","0","0","0","1","1","1","0","0","0","9","188","20.9","17","11.1"
"경기도교육청","경기도교육청","경기도 용인시 처인구","S090007439","처인고등학교","04","공립","N","","7","116","16.6","0","0","0","0","0","0","0","0","0","0","0","0","7","116","16.6","16","7.3"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090007444","신원고등학교","04","공립","N","","7","154","22","0","0","0","0","0","0","1","2","2","0","0","0","8","156","19.5","16","9.8"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090007445","향동고등학교","04","공립","N","","3","48","16","0","0","0","0","0","0","0","0","0","0","0","0","3","48","16","10","4.8"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090000642","수성고등학교부설방송통신고등학교","11","공립","N","","5","116","23.2","5","132","26.4","5","131","26.2","0","0","0","0","0","0","15","379","25.3","29","13.1"
"경기도교육청","경기도교육청","경기도 수원시 팔달구","S090000650","수원여자고등학교부설방송통신고등학교","11","공립","N","","4","100","25","4","99","24.8","4","100","25","0","0","0","0","0","0","12","299","24.9","28","10.7"
"경기도교육청","경기도교육청","경기도 의정부시","S090005822","호원고등학교부설방송통신고등학교","11","공립","N","","5","148","29.6","5","146","29.2","5","150","30","0","0","0","0","0","0","15","444","29.6","28","15.9"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090006964","서현고등학교부설방송통신고등학교","11","공립","N","","3","74","24.7","3","80","26.7","3","78","26","0","0","0","0","0","0","9","232","25.8","24","9.7"
"경기도교육청","경기도교육청","경기도 부천시","S090006965","상동고등학교부설방송통신고등학교","11","공립","N","","3","55","18.3","3","69","23","3","70","23.3","0","0","0","0","0","0","9","194","21.6","30","6.5"
"강원도교육청","강원도교육청","강원도 춘천시","S000003488","강원대학교사범대학부설고등학교","04","국립","N","","9","238","26.4","9","233","25.9","9","238","26.4","1","8","8","0","0","0","28","717","25.6","60","12"
"강원도교육청","강원도교육청","강원도 삼척시","S100000350","가곡고등학교","04","공립","N","","1","1","1","1","6","6","1","1","1","0","0","0","0","0","0","3","8","2.7","8","1"
"강원도교육청","강원도교육청","강원도 화천군","S100000351","간동고등학교","04","공립","N","","1","16","16","1","15","15","1","9","9","0","0","0","0","0","0","3","40","13.3","9","4.4"
"강원도교육청","강원도교육청","강원도 횡성군","S100000352","갑천고등학교","04","공립","N","","1","18","18","1","8","8","1","18","18","0","0","0","0","0","0","3","44","14.7","9","4.9"
"강원도교육청","강원도교육청","강원도 강릉시","S100000354","강릉고등학교","04","공립","N","","7","165","23.6","8","172","21.5","8","168","21","0","0","0","0","0","0","23","505","22","49","10.3"
"강원도교육청","강원도교육청","강원도 강릉시","S100000355","강릉중앙고등학교","04","공립","N","","9","180","20","10","193","19.3","10","208","20.8","1","4","4","0","0","0","30","585","19.5","69","8.5"
"강원도교육청","강원도교육청","강원도 강릉시","S100000356","강릉명륜고등학교","04","사립","N","","7","161","23","8","173","21.6","8","167","20.9","0","0","0","0","0","0","23","501","21.8","52","9.6"
"강원도교육청","강원도교육청","강원도 강릉시","S100000357","강릉문성고등학교","04","사립","N","","9","208","23.1","10","226","22.6","10","237","23.7","0","0","0","0","0","0","29","671","23.1","61","11"
"강원도교육청","강원도교육청","강원도 강릉시","S100000360","강릉여자고등학교","04","공립","N","","9","217","24.1","10","244","24.4","10","251","25.1","2","15","7.5","0","0","0","31","727","23.5","62","11.7"
"강원도교육청","강원도교육청","강원도 강릉시","S100000362","강릉정보공업고등학교","04","공립","N","","5","87","17.4","6","89","14.8","6","86","14.3","1","6","6","0","0","0","18","268","14.9","38","7.1"
"강원도교육청","강원도교육청","강원도 강릉시","S100000363","강릉제일고등학교","04","공립","N","","6","139","23.2","7","153","21.9","7","147","21","1","3","3","0","0","0","21","442","21","46","9.6"
"강원도교육청","강원도교육청","강원도 춘천시","S100000364","강원고등학교","04","사립","N","","8","203","25.4","8","196","24.5","8","203","25.4","0","0","0","0","0","0","24","602","25.1","48","12.5"
"강원도교육청","강원도교육청","강원도 원주시","S100000365","강원과학고등학교","04","공립","N","","3","62","20.7","3","59","19.7","3","45","15","0","0","0","0","0","0","9","166","18.4","25","6.6"
"강원도교육청","강원도교육청","강원도 강릉시","S100000368","강원예술고등학교","04","공립","N","","3","67","22.3","3","55","18.3","3","61","20.3","0","0","0","0","0","0","9","183","20.3","23","8"
"강원도교육청","강원도교육청","강원도 춘천시","S100000370","강원체육고등학교","04","공립","N","","3","71","23.7","3","64","21.3","3","68","22.7","0","0","0","0","0","0","9","203","22.6","26","7.8"
"강원도교육청","강원도교육청","강원도 강릉시","S100000371","강일여자고등학교","04","사립","N","","9","216","24","10","239","23.9","10","245","24.5","0","0","0","0","0","0","29","700","24.1","57","12.3"
"강원도교육청","강원도교육청","강원도 고성군","S100000374","거진고등학교","04","공립","N","","1","3","3","2","12","6","2","5","2.5","1","1","1","0","0","0","6","21","3.5","13","1.6"
"강원도교육청","강원도교육청","강원도 강릉시","S100000375","경포고등학교","04","공립","N","","7","165","23.6","8","188","23.5","8","196","24.5","2","12","6","0","0","0","25","561","22.4","49","11.4"
"강원도교육청","강원도교육청","강원도 고성군","S100000376","고성고등학교","04","공립","N","","4","80","20","4","69","17.3","4","84","21","1","3","3","0","0","0","13","236","18.2","26","9.1"
"강원도교육청","강원도교육청","강원도 정선군","S100000379","고한고등학교","04","공립","N","","1","10","10","1","8","8","1","2","2","0","0","0","0","0","0","3","20","6.7","9","2.2"
"강원도교육청","강원도교육청","강원도 인제군","S100000381","기린고등학교","04","공립","N","","2","24","12","2","25","12.5","2","41","20.5","1","3","3","0","0","0","7","93","13.3","16","5.8"
"강원도교육청","강원도교육청","강원도 철원군","S100000382","김화고등학교","04","공립","N","","3","56","18.7","3","52","17.3","3","49","16.3","0","0","0","0","0","0","9","157","17.4","21","7.5"
"강원도교육청","강원도교육청","강원도 철원군","S100000383","김화공업고등학교","04","공립","N","","3","40","13.3","3","39","13","3","26","8.7","1","5","5","0","0","0","10","110","11","20","5.5"
"강원도교육청","강원도교육청","강원도 홍천군","S100000386","내면고등학교","04","공립","N","","1","4","4","1","7","7","1","7","7","0","0","0","0","0","0","3","18","6","9","2"
"강원도교육청","강원도교육청","강원도 평창군","S100000387","상지대관령고등학교","04","사립","N","","2","22","11","2","28","14","2","37","18.5","0","0","0","0","0","0","6","87","14.5","19","4.6"
"강원도교육청","강원도교육청","강원도 원주시","S100000389","대성고등학교","04","사립","N","","10","273","27.3","10","280","28","10","277","27.7","0","0","0","0","0","0","30","830","27.7","57","14.6"
"강원도교육청","강원도교육청","강원도 고성군","S100000390","대진고등학교","04","공립","N","","1","7","7","1","8","8","1","9","9","0","0","0","0","0","0","3","24","8","9","2.7"
"강원도교육청","강원도교육청","강원도 평창군","S100000391","대화고등학교","04","공립","N","","1","20","20","2","32","16","2","26","13","1","4","4","0","0","0","6","82","13.7","17","4.8"
"강원도교육청","강원도교육청","강원도 삼척시","S100000393","도계고등학교","04","공립","N","","2","34","17","3","43","14.3","3","44","14.7","1","1","1","0","0","0","9","122","13.6","19","6.4"
"강원도교육청","강원도교육청","강원도 삼척시","S100000394","도계전산정보고등학교","04","공립","N","","1","11","11","2","9","4.5","2","7","3.5","0","0","0","0","0","0","5","27","5.4","12","2.3"
"강원도교육청","강원도교육청","강원도 고성군","S100000398","동광산업과학고등학교","04","공립","N","","4","36","9","5","33","6.6","5","42","8.4","0","0","0","0","0","0","14","111","7.9","32","3.5"
"강원도교육청","강원도교육청","강원도 동해시","S100000400","동해광희고등학교","04","사립","N","","9","201","22.3","10","226","22.6","10","233","23.3","0","0","0","0","0","0","29","660","22.8","59","11.2"
"강원도교육청","강원도교육청","강원도 동해시","S100000401","동해삼육고등학교","04","사립","N","","2","30","15","2","31","15.5","2","44","22","0","0","0","0","0","0","6","105","17.5","14","7.5"
"강원도교육청","강원도교육청","강원도 동해시","S100000402","동해상업고등학교","04","공립","N","","4","56","14","4","55","13.8","4","76","19","0","0","0","0","0","0","12","187","15.6","26","7.2"
"강원도교육청","강원도교육청","강원도 횡성군","S100000404","둔내고등학교","04","공립","N","","1","17","17","1","19","19","1","20","20","0","0","0","0","0","0","3","56","18.7","9","6.2"
"강원도교육청","강원도교육청","강원도 영월군","S100000406","마차고등학교","04","공립","N","","1","13","13","1","20","20","1","10","10","0","0","0","0","0","0","3","43","14.3","10","4.3"
"강원도교육청","강원도교육청","강원도 동해시","S100000407","묵호고등학교","04","공립","N","","7","152","21.7","7","155","22.1","7","159","22.7","1","11","11","0","0","0","22","477","21.7","45","10.6"
"강원도교육청","강원도교육청","강원도 횡성군","S100000414","민족사관고등학교","04","사립","N","","10","157","15.7","10","158","15.8","11","153","13.9","0","0","0","0","0","0","31","468","15.1","67","7"
"강원도교육청","강원도교육청","강원도 춘천시","S100000415","봉의고등학교","04","공립","N","","10","243","24.3","10","255","25.5","10","259","25.9","2","17","8.5","0","0","0","32","774","24.2","57","13.6"
"강원도교육청","강원도교육청","강원도 평창군","S100000416","봉평고등학교","04","공립","N","","2","28","14","2","32","16","2","32","16","0","0","0","0","0","0","6","92","15.3","15","6.1"
"강원도교육청","강원도교육청","강원도 원주시","S100000417","원주금융회계고등학교","04","공립","N","","2","40","20","2","31","15.5","1","23","23","0","0","0","0","0","0","5","94","18.8","11","8.5"
"강원도교육청","강원도교육청","강원도 원주시","S100000418","북원여자고등학교","04","공립","N","","12","327","27.3","12","340","28.3","12","328","27.3","2","12","6","0","0","0","38","1007","26.5","76","13.3"
"강원도교육청","강원도교육청","강원도 동해시","S100000419","북평고등학교","04","공립","N","","8","170","21.3","8","182","22.8","8","190","23.8","1","5","5","0","0","0","25","547","21.9","50","10.9"
"강원도교육청","강원도교육청","강원도 동해시","S100000421","북평여자고등학교","04","공립","N","","7","155","22.1","7","162","23.1","7","164","23.4","1","8","8","0","0","0","22","489","22.2","43","11.4"
"강원도교육청","강원도교육청","강원도 화천군","S100000423","사내고등학교","04","공립","N","","2","26","13","2","36","18","2","32","16","1","5","5","0","0","0","7","99","14.1","17","5.8"
"강원도교육청","강원도교육청","강원도 정선군","S100000424","사북고등학교","04","공립","N","","2","45","22.5","2","44","22","2","42","21","0","0","0","0","0","0","6","131","21.8","15","8.7"
"강원도교육청","강원도교육청","강원도 삼척시","S100000425","삼일고등학교","04","사립","N","","3","72","24","3","74","24.7","3","71","23.7","0","0","0","0","0","0","9","217","24.1","21","10.3"
"강원도교육청","강원도교육청","강원도 삼척시","S100000426","삼척고등학교","04","공립","N","","5","121","24.2","5","115","23","5","111","22.2","1","5","5","0","0","0","16","352","22","33","10.7"
"강원도교육청","강원도교육청","강원도 삼척시","S100000427","삼척여자고등학교","04","공립","N","","6","155","25.8","7","166","23.7","7","156","22.3","1","2","2","0","0","0","21","479","22.8","43","11.1"
"강원도교육청","강원도교육청","강원도 삼척시","S100000428","한국에너지마이스터고등학교","04","공립","N","","4","60","15","4","71","17.8","4","74","18.5","0","0","0","0","0","0","12","205","17.1","30","6.8"
