"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","중등부1학년 전입학생수","중등부1학년 전출학생수","중등부1학년 전체학생수","중등부2학년 전입학생수","중등부2학년 전출학생수","중등부2학년 전체학생수","중등부3학년 전입학생수","중등부3학년 전출학생수","중등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000173","광주동신여자중학교","03","사립","N","","20","5","140","4","1","122","2","2","150","26","8","412"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000174","광주동신중학교","03","사립","N","","18","6","146","0","0","141","1","0","169","19","6","456"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000175","무등중학교","03","공립","N","","11","9","141","4","4","113","5","4","116","20","17","370"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000176","광주북성중학교","03","공립","N","","6","5","33","5","0","38","7","4","27","18","9","98"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000178","광주숭일중학교","03","사립","N","","17","4","201","0","0","172","3","3","172","20","7","545"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000180","금호중앙중학교","03","사립","N","","8","8","218","5","2","220","9","5","202","22","15","640"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000181","광주진흥중학교","03","사립","N","","7","7","298","3","5","248","8","6","259","18","18","805"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000182","광주체육중학교","03","공립","N","","10","14","79","5","9","81","3","5","59","18","28","219"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000183","광주충장중학교","03","공립","N","","1","19","74","1","2","76","2","5","61","4","26","211"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000185","두암중학교","03","공립","N","","3","7","87","3","4","78","0","3","72","6","14","237"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000186","문산중학교","03","공립","N","","6","7","189","3","2","153","5","2","150","14","11","492"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000188","문화중학교","03","공립","N","","1","3","67","2","0","57","0","2","77","3","5","201"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000189","문흥중학교","03","공립","N","","3","6","155","6","5","168","4","3","156","13","14","479"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000191","살레시오여자중학교","03","사립","N","","11","3","48","4","0","71","3","0","61","18","3","180"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000192","살레시오중학교","03","사립","N","","18","6","168","5","1","125","2","0","132","25","7","425"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000193","서강중학교","03","사립","N","","21","3","232","3","2","205","1","7","211","25","12","648"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000195","신광중학교","03","공립","N","","3","3","81","0","2","86","1","1","77","4","6","244"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000196","양산중학교","03","공립","N","","22","13","209","6","2","191","8","2","185","36","17","585"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000197","용봉중학교","03","공립","N","","3","5","105","3","3","117","5","0","113","11","8","335"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000198","우산중학교","03","공립","N","","2","3","97","0","5","95","2","4","92","4","12","284"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000199","운림중학교","03","공립","N","","6","8","107","3","1","106","1","1","70","10","10","283"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000200","운암중학교","03","공립","N","","2","9","211","3","6","175","7","2","167","12","17","553"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000201","일곡중학교","03","공립","N","","3","10","188","2","4","140","3","2","167","8","16","495"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050000202","일동중학교","03","공립","N","","4","10","176","4","4","139","7","6","144","15","20","459"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000205","조선대학교부속중학교","03","사립","N","","20","8","133","5","3","126","1","2","114","26","13","373"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 동구","S050000206","조선대학교여자중학교","03","사립","N","","12","5","87","2","0","70","1","2","44","15","7","201"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000363","광덕중학교","03","사립","N","","15","8","218","10","9","183","4","3","158","29","20","559"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000365","광산중학교","03","공립","N","","12","4","70","6","2","65","2","5","72","20","11","207"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000366","평동중학교","03","공립","N","","0","0","30","0","2","30","0","0","22","0","2","82"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000368","광주동명중학교","03","공립","N","","8","13","193","6","3","178","4","4","202","18","20","573"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000369","광주동성여자중학교","03","사립","N","","11","6","183","8","3","181","5","3","187","24","12","551"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000370","광주동성중학교","03","사립","N","","12","3","171","5","0","164","6","5","166","23","8","501"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000371","광주무진중학교","03","공립","N","","4","12","109","3","2","102","2","0","102","9","14","313"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000373","광주서광중학교","03","공립","N","","0","0","149","0","0","113","1","0","117","1","0","379"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000374","광주서석중학교","03","사립","N","","12","4","155","4","0","179","4","0","164","20","4","498"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000375","광주송원중학교","03","사립","N","","4","6","229","1","3","191","2","7","201","7","16","621"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000376","광주수피아여자중학교","03","사립","N","","8","5","158","1","5","143","2","2","137","11","12","438"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000377","광주중학교","03","공립","N","","0","0","204","8","8","191","1","0","204","9","8","599"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000379","광주화정중학교","03","공립","N","","11","13","231","8","7","212","6","7","218","25","27","661"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000381","광주효광중학교","03","공립","N","","1","12","161","3","4","123","3","5","125","7","21","409"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000382","금구중학교","03","공립","N","","7","5","201","5","2","172","1","2","201","13","9","574"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000383","금당중학교","03","공립","N","","2","14","181","4","4","172","1","2","149","7","20","502"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000385","금호중학교","03","공립","N","","7","5","126","3","1","118","3","1","108","13","7","352"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000386","대성여자중학교","03","사립","N","","8","6","173","3","6","166","1","0","154","12","12","493"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000387","대촌중학교","03","공립","N","","5","11","31","1","3","36","2","1","23","8","15","90"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000388","동아여자중학교","03","사립","N","","17","5","169","9","7","190","0","0","164","26","12","523"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000390","문성중학교","03","사립","N","","13","2","171","7","2","181","3","5","164","23","9","516"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000392","봉선중학교","03","공립","N","","9","10","201","4","3","181","5","7","176","18","20","558"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000393","비아중학교","03","사립","N","","6","5","123","4","1","126","8","4","191","18","10","440"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000394","상무중학교","03","공립","N","","4","6","97","2","3","85","3","2","83","9","11","265"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000395","상일중학교","03","공립","N","","5","6","173","6","2","170","7","1","155","18","9","498"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000398","송정중학교","03","공립","N","","2","7","154","0","2","154","2","3","148","4","12","456"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000399","숭의중학교","03","사립","N","","6","3","185","3","4","176","7","4","155","16","11","516"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000400","운남중학교","03","공립","N","","5","8","228","2","3","167","1","1","167","8","12","562"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000401","월계중학교","03","공립","N","","10","9","231","10","6","289","6","3","173","26","18","693"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000402","월곡중학교","03","공립","N","","6","7","153","1","4","115","2","2","149","9","13","417"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000403","임곡중학교","03","사립","N","","5","0","10","0","0","3","0","0","1","5","0","14"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000404","정광중학교","03","사립","N","","12","7","204","6","2","184","6","3","176","24","12","564"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050000405","주월중학교","03","공립","N","","10","10","190","2","6","127","2","4","163","14","20","480"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000406","천곡중학교","03","공립","N","","4","4","112","3","2","70","4","1","76","11","7","258"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000407","치평중학교","03","공립","N","","0","5","76","0","5","146","0","1","109","0","11","331"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000408","풍암중학교","03","공립","N","","11","3","201","1","1","178","7","2","177","19","6","556"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050000410","하남중학교","03","공립","N","","1","20","168","3","0","147","2","6","156","6","26","471"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050000991","전남중학교","03","공립","N","","7","7","197","5","8","186","3","5","189","15","20","572"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001120","첨단중학교","03","공립","N","","2","6","104","2","1","67","1","2","63","5","9","234"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001130","송광중학교","03","공립","N","","7","8","236","6","9","220","4","4","209","17","21","665"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001131","신가중학교","03","공립","N","","7","9","283","3","2","242","1","6","224","11","17","749"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001132","영천중학교","03","공립","N","","3","9","191","3","6","202","4","5","180","10","20","573"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001133","봉산중학교","03","공립","N","","7","4","199","2","6","162","9","3","173","18","13","534"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001170","신창중학교","03","공립","N","","15","13","296","12","4","305","7","6","273","34","23","874"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050001171","지산중학교","03","공립","N","","9","14","224","10","4","207","2","3","196","21","21","627"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050001172","운리중학교","03","공립","N","","5","6","222","2","7","252","2","4","217","9","17","691"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050001173","일신중학교","03","공립","N","","9","4","149","8","5","166","3","3","157","20","12","472"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050001191","대자중학교","03","공립","N","","3","6","289","1","3","234","0","2","219","4","11","742"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001192","월봉중학교","03","공립","N","","9","6","180","5","5","176","2","2","194","16","13","550"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 서구","S050001193","유덕중학교","03","공립","N","","0","9","135","3","3","118","0","6","108","3","18","361"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050001237","용두중학교","03","공립","N","","12","10","242","7","9","220","5","1","200","24","20","662"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050001238","진남중학교","03","공립","N","","2","3","138","1","2","130","3","4","117","6","9","385"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001244","산정중학교","03","공립","N","","7","18","280","11","10","242","4","9","226","22","37","748"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001245","성덕중학교","03","공립","N","","4","15","352","9","8","375","6","8","336","19","31","1063"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001247","장덕중학교","03","공립","N","","7","17","344","4","8","333","5","5","321","16","30","998"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001248","수완중학교","03","공립","N","","4","14","281","2","10","299","5","8","292","11","32","872"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001275","선운중학교","03","공립","N","","5","11","146","4","2","141","0","0","128","9","13","415"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050001280","신용중학교","03","공립","N","","11","23","318","4","8","250","7","5","203","22","36","771"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 남구","S050001291","효천중학교","03","공립","N","","14","11","199","7","3","136","9","9","126","30","23","461"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001420","수완하나중학교","03","공립","N","","15","14","298","7","15","323","3","9","299","25","38","920"
"광주광역시교육청","광주광역시서부교육지원청","광주광역시 광산구","S050001472","고실중학교","03","공립","N","","4","10","237","0","0","0","0","0","0","4","10","237"
"광주광역시교육청","광주광역시동부교육지원청","광주광역시 북구","S050001412","광주북성중학교부설방송통신중학교","25","공립","N","","0","0","88","0","0","85","2","0","83","2","0","256"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000245","대전경덕중학교","03","사립","N","","0","1","63","0","0","55","0","0","55","0","1","173"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000247","대전대성여자중학교","03","사립","N","","1","3","87","1","1","78","1","1","80","3","5","245"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000248","대전대성중학교","03","사립","N","","3","3","160","4","1","144","1","4","160","8","8","464"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000249","대전가양중학교","03","공립","N","","7","5","238","4","5","216","1","0","197","12","10","651"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000250","대전가오중학교","03","공립","N","","3","3","186","0","7","191","3","6","182","6","16","559"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000251","대전대문중학교","03","공립","N","","2","1","52","2","0","41","0","0","45","4","1","138"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000252","대전대화중학교","03","공립","N","","2","5","101","1","0","85","4","1","88","7","6","274"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000253","대전동산중학교","03","사립","N","","4","2","149","2","1","141","6","3","143","12","6","433"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000254","우송중학교","03","사립","N","","1","1","79","2","2","79","1","1","72","4","4","230"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000255","대전매봉중학교","03","공립","N","","7","4","262","5","12","279","1","2","254","13","18","795"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000256","대전문화여자중학교","03","공립","N","","0","1","76","3","1","82","0","1","66","3","3","224"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000257","대전법동중학교","03","공립","N","","4","5","206","4","3","130","1","4","171","9","12","507"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000258","대전송촌중학교","03","공립","N","","3","8","258","4","3","277","2","6","246","9","17","781"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000259","대전여자중학교","03","공립","N","","1","1","187","3","4","139","3","3","145","7","8","471"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000260","오정중학교","03","공립","N","","0","1","40","0","2","40","0","0","34","0","3","114"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000261","대전용운중학교","03","공립","N","","15","2","86","5","4","85","1","2","75","21","8","246"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000262","대전용전중학교","03","공립","N","","0","0","167","0","0","161","2","4","174","2","4","502"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000263","중리중학교","03","공립","N","","0","1","78","0","2","81","0","0","77","0","3","236"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000265","대전중앙중학교","03","사립","N","","0","4","95","0","1","77","5","1","74","5","6","246"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000266","대전중학교","03","공립","N","","3","10","142","1","3","100","2","1","117","6","14","359"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000267","대전태평중학교","03","공립","N","","6","6","198","4","1","176","9","2","197","19","9","571"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000268","동대전중학교","03","공립","N","","1","3","111","1","2","98","2","2","101","4","7","310"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000269","동명중학교","03","사립","N","","0","2","19","1","0","36","0","0","35","1","2","90"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000270","동신중학교","03","공립","N","","5","4","48","2","1","41","0","4","44","7","9","133"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000271","보문중학교","03","사립","N","","1","3","95","0","0","70","0","1","76","1","4","241"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000272","대전신일중학교","03","사립","N","","2","3","124","3","8","93","0","5","89","5","16","306"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000273","신탄중앙중학교","03","공립","N","","1","2","82","1","0","57","2","1","67","4","3","206"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000274","신탄진중학교","03","사립","N","","0","0","159","0","0","147","0","3","157","0","3","463"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000275","청란여자중학교","03","사립","N","","0","0","19","0","2","37","1","1","32","1","3","88"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000276","충남여자중학교","03","공립","N","","5","9","357","1","5","352","1","3","341","7","17","1050"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000277","충남중학교","03","공립","N","","4","10","320","7","6","293","3","8","254","14","24","867"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000278","한밭여자중학교","03","공립","N","","10","2","127","8","2","104","3","3","142","21","7","373"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000279","한밭중학교","03","공립","N","","3","2","54","0","0","62","3","5","54","6","7","170"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000280","호수돈여자중학교","03","사립","N","","0","4","108","1","2","94","0","2","66","1","8","268"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000281","회덕중학교","03","공립","N","","1","1","46","0","3","59","2","0","44","3","4","149"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000447","가수원중학교","03","공립","N","","1","3","60","2","5","53","1","1","64","4","9","177"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000448","갈마중학교","03","공립","N","","3","1","31","6","3","33","2","0","44","11","4","108"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000449","기성중학교","03","공립","N","","0","0","12","0","0","11","0","0","10","0","0","33"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000450","대덕중학교","03","공립","N","","1","6","191","1","7","181","1","1","179","3","14","551"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000451","대전갑천중학교","03","공립","N","","6","5","290","1","5","246","3","1","225","10","11","761"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000452","대전관저중학교","03","공립","N","","6","4","298","15","6","144","7","4","135","28","14","577"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000453","대전남선중학교","03","공립","N","","6","3","85","6","1","92","3","1","87","15","5","264"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000454","대전내동중학교","03","공립","N","","2","7","191","1","2","179","1","1","179","4","10","549"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000455","대전노은중학교","03","공립","N","","0","11","327","3","12","323","2","6","278","5","29","928"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000456","대전대신중학교","03","사립","N","","2","5","164","1","2","140","0","2","141","3","9","445"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000457","대전도마중학교","03","공립","N","","2","1","107","2","1","63","3","1","70","7","3","240"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000458","대전둔산중학교","03","공립","N","","1","2","269","5","5","250","2","1","236","8","8","755"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000459","대전둔원중학교","03","공립","N","","2","3","209","1","3","176","4","1","197","7","7","582"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000460","대전만년중학교","03","공립","N","","2","5","135","2","3","125","3","3","122","7","11","382"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000461","대전문정중학교","03","공립","N","","1","13","488","0","10","445","4","1","392","5","24","1325"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000462","대전문지중학교","03","공립","N","","1","2","93","4","2","105","1","1","109","6","5","307"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000463","대전버드내중학교","03","공립","N","","0","6","290","0","3","274","0","4","277","0","13","841"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000464","대전변동중학교","03","공립","N","","2","3","110","2","5","107","1","2","115","5","10","332"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000465","대전봉산중학교","03","공립","N","","0","2","108","2","2","86","1","1","86","3","5","280"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000466","대전봉우중학교","03","공립","N","","1","10","262","2","5","196","0","1","194","3","16","652"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000468","대전삼육중학교","03","사립","N","","0","1","66","1","0","70","1","0","70","2","1","206"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000469","대전삼천중학교","03","공립","N","","0","0","311","16","4","306","6","2","345","22","6","962"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000470","대전서중학교","03","공립","N","","1","1","31","2","2","65","0","3","69","3","6","165"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000471","대전송강중학교","03","공립","N","","1","3","135","2","3","103","3","0","108","6","6","346"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000472","대전어은중학교","03","공립","N","","2","6","150","2","6","151","1","0","149","5","12","450"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000473","대전월평중학교","03","공립","N","","2","2","60","1","0","62","1","2","67","4","4","189"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000475","대전전민중학교","03","공립","N","","5","6","214","2","4","191","1","3","224","8","13","629"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000476","대전정림중학교","03","공립","N","","1","3","71","2","2","62","2","0","57","5","5","190"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000477","대전지족중학교","03","공립","N","","14","2","236","16","4","188","3","2","196","33","8","620"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000478","대전체육중학교","03","공립","N","","2","3","41","9","3","36","1","4","22","12","10","99"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","N","","19","14","418","16","10","427","9","6","374","44","30","1219"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","N","","2","4","130","1","1","116","1","0","84","4","5","330"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","N","","7","5","110","5","3","106","2","2","106","14","10","322"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000485","유성중학교","03","공립","N","","3","14","323","5","12","299","4","8","269","12","34","891"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000486","진잠중학교","03","공립","N","","3","3","93","4","3","121","3","2","132","10","8","346"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001060","대전느리울중학교","03","공립","N","","1","2","251","2","6","242","4","1","221","7","9","714"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001061","대전장대중학교","03","공립","N","","6","3","113","7","1","89","2","0","109","15","4","311"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001062","대전신계중학교","03","공립","N","","0","0","239","2","0","174","2","1","144","4","1","557"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001064","대전외삼중학교","03","공립","N","","5","6","296","4","8","292","2","1","265","11","15","853"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001065","대전구봉중학교","03","공립","N","","3","7","283","7","8","237","6","3","226","16","18","746"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001066","대전두리중학교","03","공립","N","","0","4","204","3","3","173","1","1","169","4","8","546"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060001084","대전대청중학교","03","공립","N","","1","6","190","2","2","146","5","4","136","8","12","472"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001090","대전자운중학교","03","공립","N","","6","5","25","1","4","45","3","4","41","10","13","111"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001116","대전하기중학교","03","공립","N","","5","7","201","5","5","149","1","1","146","11","13","496"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001117","대전동화중학교","03","공립","N","","6","7","262","4","7","218","4","7","213","14","21","693"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001118","대전괴정중학교","03","공립","N","","6","4","206","6","5","171","2","0","186","14","9","563"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060001135","대전글꽃중학교","03","공립","N","","2","6","343","1","7","349","3","3","341","6","16","1033"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060001139","대전은어송중학교","03","공립","N","","0","4","251","4","7","253","0","4","253","4","15","757"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001174","대전관평중학교","03","공립","N","","2","6","228","6","4","205","2","1","184","10","11","617"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001180","대전봉명중학교","03","공립","N","","8","7","295","6","7","313","2","3","259","16","17","867"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001217","대전도안중학교","03","공립","N","","1","3","264","1","11","283","1","4","264","3","18","811"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001245","대전덕명중학교","03","공립","N","","6","3","106","3","3","109","1","3","58","10","9","273"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001290","대전새미래중학교","03","공립","N","","2","4","109","2","2","111","3","1","68","7","7","288"
