"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","적령 아동-남","적령 아동-여","적령 아동-합계","적령 아동-비율","유예 및 과령 아동-남","유예 및 과령 아동-여","유예 및 과령 아동-합계","유예 및 과령 아동-비율","조기입학아동-남","조기입학아동-여","조기입학아동-합계","조기입학아동-비율","계-남","계-여","합계"
"서울특별시교육청","교육부","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","46","47","93","96.9","1","0","1","1.0","1","1","2","2.1","48","48","96"
"서울특별시교육청","교육부","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","49","48","97","98.0","0","0","0","0.0","1","1","2","2.0","50","49","99"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","82","62","144","99.3","0","0","0","0.0","0","1","1","0.7","82","63","145"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","59","61","120","99.2","0","0","0","0.0","0","1","1","0.8","59","62","121"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","20","33","53","100.0","0","0","0","0.0","0","0","0","0.0","20","33","53"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","64","51","115","100.0","0","0","0","0.0","0","0","0","0.0","64","51","115"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","136","124","260","100.0","0","0","0","0.0","0","0","0","0.0","136","124","260"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","78","57","135","100.0","0","0","0","0.0","0","0","0","0.0","78","57","135"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","48","48","96","99.0","0","0","0","0.0","0","1","1","1.0","48","49","97"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","21","22","43","100.0","0","0","0","0.0","0","0","0","0.0","21","22","43"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","8","17","25","100.0","0","0","0","0.0","0","0","0","0.0","8","17","25"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","94","69","163","100.0","0","0","0","0.0","0","0","0","0.0","94","69","163"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","46","32","78","100.0","0","0","0","0.0","0","0","0","0.0","46","32","78"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","50","65","115","99.1","0","0","0","0.0","0","1","1","0.9","50","66","116"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","139","91","230","88.5","11","19","30","11.5","0","0","0","0.0","150","110","260"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","116","78","194","100.0","0","0","0","0.0","0","0","0","0.0","116","78","194"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000754","서울반포초등학교","02","공립","N","","57","53","110","97.3","0","0","0","0.0","0","3","3","2.7","57","56","113"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","53","70","123","100.0","0","0","0","0.0","0","0","0","0.0","53","70","123"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","69","84","153","99.4","0","0","0","0.0","0","1","1","0.6","69","85","154"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","24","17","41","100.0","0","0","0","0.0","0","0","0","0.0","24","17","41"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","40","36","76","96.2","0","1","1","1.3","0","2","2","2.5","40","39","79"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","50","41","91","100.0","0","0","0","0.0","0","0","0","0.0","50","41","91"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","100","108","208","99.5","1","0","1","0.5","0","0","0","0.0","101","108","209"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","120","104","224","100.0","0","0","0","0.0","0","0","0","0.0","120","104","224"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","112","102","214","100.0","0","0","0","0.0","0","0","0","0.0","112","102","214"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","47","44","91","100.0","0","0","0","0.0","0","0","0","0.0","47","44","91"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","74","84","158","100.0","0","0","0","0.0","0","0","0","0.0","74","84","158"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","10","11","21","100.0","0","0","0","0.0","0","0","0","0.0","10","11","21"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","34","35","69","100.0","0","0","0","0.0","0","0","0","0.0","34","35","69"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","98","86","184","98.9","0","0","0","0.0","0","2","2","1.1","98","88","186"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","75","64","139","99.3","0","0","0","0.0","0","1","1","0.7","75","65","140"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","72","71","143","100.0","0","0","0","0.0","0","0","0","0.0","72","71","143"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","65","42","107","100.0","0","0","0","0.0","0","0","0","0.0","65","42","107"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","45","41","86","100.0","0","0","0","0.0","0","0","0","0.0","45","41","86"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","123","118","241","100.0","0","0","0","0.0","0","0","0","0.0","123","118","241"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","141","142","283","100.0","0","0","0","0.0","0","0","0","0.0","141","142","283"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","111","118","229","98.7","0","2","2","0.9","0","1","1","0.4","111","121","232"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","34","33","67","100.0","0","0","0","0.0","0","0","0","0.0","34","33","67"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","17","28","45","100.0","0","0","0","0.0","0","0","0","0.0","17","28","45"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","66","59","125","99.2","1","0","1","0.8","0","0","0","0.0","67","59","126"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","25","15","40","97.6","0","0","0","0.0","0","1","1","2.4","25","16","41"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","97","106","203","100.0","0","0","0","0.0","0","0","0","0.0","97","106","203"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","83","90","173","99.4","0","0","0","0.0","0","1","1","0.6","83","91","174"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","44","46","90","100.0","0","0","0","0.0","0","0","0","0.0","44","46","90"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","47","29","76","100.0","0","0","0","0.0","0","0","0","0.0","47","29","76"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","118","84","202","100.0","0","0","0","0.0","0","0","0","0.0","118","84","202"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","49","37","86","100.0","0","0","0","0.0","0","0","0","0.0","49","37","86"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","48","38","86","96.6","2","0","2","2.2","1","0","1","1.1","51","38","89"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","45","45","90","100.0","0","0","0","0.0","0","0","0","0.0","45","45","90"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","67","68","135","100.0","0","0","0","0.0","0","0","0","0.0","67","68","135"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","110","89","199","99.0","0","1","1","0.5","1","0","1","0.5","111","90","201"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","57","60","117","100.0","0","0","0","0.0","0","0","0","0.0","57","60","117"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","65","73","138","100.0","0","0","0","0.0","0","0","0","0.0","65","73","138"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","109","104","213","99.5","0","0","0","0.0","0","1","1","0.5","109","105","214"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","35","40","75","100.0","0","0","0","0.0","0","0","0","0.0","35","40","75"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","50","45","95","100.0","0","0","0","0.0","0","0","0","0.0","50","45","95"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","42","53","95","100.0","0","0","0","0.0","0","0","0","0.0","42","53","95"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","73","75","148","99.3","0","0","0","0.0","0","1","1","0.7","73","76","149"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","52","30","82","100.0","0","0","0","0.0","0","0","0","0.0","52","30","82"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","75","68","143","100.0","0","0","0","0.0","0","0","0","0.0","75","68","143"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","176","165","341","100.0","0","0","0","0.0","0","0","0","0.0","176","165","341"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","72","70","142","98.6","1","0","1","0.7","1","0","1","0.7","74","70","144"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","24","34","58","100.0","0","0","0","0.0","0","0","0","0.0","24","34","58"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","51","68","119","100.0","0","0","0","0.0","0","0","0","0.0","51","68","119"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","55","54","109","100.0","0","0","0","0.0","0","0","0","0.0","55","54","109"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","185","164","349","100.0","0","0","0","0.0","0","0","0","0.0","185","164","349"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","60","48","108","100.0","0","0","0","0.0","0","0","0","0.0","60","48","108"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","86","95","181","100.0","0","0","0","0.0","0","0","0","0.0","86","95","181"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","140","122","262","99.6","0","1","1","0.4","0","0","0","0.0","140","123","263"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","59","44","103","100.0","0","0","0","0.0","0","0","0","0.0","59","44","103"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","51","51","102","100.0","0","0","0","0.0","0","0","0","0.0","51","51","102"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","62","33","95","100.0","0","0","0","0.0","0","0","0","0.0","62","33","95"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","52","49","101","100.0","0","0","0","0.0","0","0","0","0.0","52","49","101"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","59","75","134","98.5","2","0","2","1.5","0","0","0","0.0","61","75","136"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","18","9","27","100.0","0","0","0","0.0","0","0","0","0.0","18","9","27"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","62","60","122","84.7","13","9","22","15.3","0","0","0","0.0","75","69","144"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","37","51","88","100.0","0","0","0","0.0","0","0","0","0.0","37","51","88"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","54","47","101","100.0","0","0","0","0.0","0","0","0","0.0","54","47","101"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","76","72","148","99.3","1","0","1","0.7","0","0","0","0.0","77","72","149"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","112","93","205","100.0","0","0","0","0.0","0","0","0","0.0","112","93","205"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","50","48","98","100.0","0","0","0","0.0","0","0","0","0.0","50","48","98"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","75","72","147","100.0","0","0","0","0.0","0","0","0","0.0","75","72","147"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","57","53","110","100.0","0","0","0","0.0","0","0","0","0.0","57","53","110"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","58","58","116","100.0","0","0","0","0.0","0","0","0","0.0","58","58","116"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","30","28","58","100.0","0","0","0","0.0","0","0","0","0.0","30","28","58"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","61","70","131","100.0","0","0","0","0.0","0","0","0","0.0","61","70","131"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","35","37","72","100.0","0","0","0","0.0","0","0","0","0.0","35","37","72"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","39","34","73","98.6","0","0","0","0.0","0","1","1","1.4","39","35","74"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","28","32","60","100.0","0","0","0","0.0","0","0","0","0.0","28","32","60"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","42","68","110","100.0","0","0","0","0.0","0","0","0","0.0","42","68","110"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","39","25","64","100.0","0","0","0","0.0","0","0","0","0.0","39","25","64"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","57","61","118","100.0","0","0","0","0.0","0","0","0","0.0","57","61","118"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","135","82","217","93.9","7","7","14","6.1","0","0","0","0.0","142","89","231"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","91","98","189","99.5","0","0","0","0.0","1","0","1","0.5","92","98","190"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","134","123","257","100.0","0","0","0","0.0","0","0","0","0.0","134","123","257"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","39","35","74","100.0","0","0","0","0.0","0","0","0","0.0","39","35","74"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","95","80","175","100.0","0","0","0","0.0","0","0","0","0.0","95","80","175"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","75","64","139","100.0","0","0","0","0.0","0","0","0","0.0","75","64","139"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","27","21","48","100.0","0","0","0","0.0","0","0","0","0.0","27","21","48"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","59","54","113","100.0","0","0","0","0.0","0","0","0","0.0","59","54","113"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","52","54","106","100.0","0","0","0","0.0","0","0","0","0.0","52","54","106"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","16","16","32","100.0","0","0","0","0.0","0","0","0","0.0","16","16","32"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","38","35","73","100.0","0","0","0","0.0","0","0","0","0.0","38","35","73"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","42","24","66","100.0","0","0","0","0.0","0","0","0","0.0","42","24","66"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","54","53","107","100.0","0","0","0","0.0","0","0","0","0.0","54","53","107"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","62","68","130","100.0","0","0","0","0.0","0","0","0","0.0","62","68","130"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","19","15","34","97.1","1","0","1","2.9","0","0","0","0.0","20","15","35"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","79","49","128","100.0","0","0","0","0.0","0","0","0","0.0","79","49","128"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","109","88","197","100.0","0","0","0","0.0","0","0","0","0.0","109","88","197"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","57","66","123","100.0","0","0","0","0.0","0","0","0","0.0","57","66","123"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","50","54","104","100.0","0","0","0","0.0","0","0","0","0.0","50","54","104"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","4","6","10","100.0","0","0","0","0.0","0","0","0","0.0","4","6","10"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","75","61","136","100.0","0","0","0","0.0","0","0","0","0.0","75","61","136"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","46","57","103","100.0","0","0","0","0.0","0","0","0","0.0","46","57","103"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","163","185","348","100.0","0","0","0","0.0","0","0","0","0.0","163","185","348"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","127","147","274","100.0","0","0","0","0.0","0","0","0","0.0","127","147","274"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","37","39","76","100.0","0","0","0","0.0","0","0","0","0.0","37","39","76"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","94","110","204","100.0","0","0","0","0.0","0","0","0","0.0","94","110","204"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","9","8","17","100.0","0","0","0","0.0","0","0","0","0.0","9","8","17"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","21","23","44","100.0","0","0","0","0.0","0","0","0","0.0","21","23","44"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","16","11","27","100.0","0","0","0","0.0","0","0","0","0.0","16","11","27"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","17","17","34","100.0","0","0","0","0.0","0","0","0","0.0","17","17","34"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","39","55","94","100.0","0","0","0","0.0","0","0","0","0.0","39","55","94"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","55","48","103","100.0","0","0","0","0.0","0","0","0","0.0","55","48","103"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","78","110","188","99.5","0","0","0","0.0","1","0","1","0.5","79","110","189"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","20","26","46","100.0","0","0","0","0.0","0","0","0","0.0","20","26","46"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","85","63","148","100.0","0","0","0","0.0","0","0","0","0.0","85","63","148"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","46","51","97","98.0","0","0","0","0.0","1","1","2","2.0","47","52","99"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","52","47","99","100.0","0","0","0","0.0","0","0","0","0.0","52","47","99"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","24","18","42","100.0","0","0","0","0.0","0","0","0","0.0","24","18","42"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","60","69","129","100.0","0","0","0","0.0","0","0","0","0.0","60","69","129"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","57","60","117","100.0","0","0","0","0.0","0","0","0","0.0","57","60","117"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","107","95","202","100.0","0","0","0","0.0","0","0","0","0.0","107","95","202"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","37","42","79","100.0","0","0","0","0.0","0","0","0","0.0","37","42","79"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","55","52","107","100.0","0","0","0","0.0","0","0","0","0.0","55","52","107"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","82","77","159","100.0","0","0","0","0.0","0","0","0","0.0","82","77","159"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","63","59","122","97.6","1","0","1","0.8","1","1","2","1.6","65","60","125"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","101","91","192","100.0","0","0","0","0.0","0","0","0","0.0","101","91","192"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","50","33","83","100.0","0","0","0","0.0","0","0","0","0.0","50","33","83"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","47","59","106","100.0","0","0","0","0.0","0","0","0","0.0","47","59","106"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","106","104","210","100.0","0","0","0","0.0","0","0","0","0.0","106","104","210"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","38","37","75","100.0","0","0","0","0.0","0","0","0","0.0","38","37","75"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","25","28","53","98.1","0","0","0","0.0","0","1","1","1.9","25","29","54"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","N","","43","40","83","100.0","0","0","0","0.0","0","0","0","0.0","43","40","83"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","63","51","114","100.0","0","0","0","0.0","0","0","0","0.0","63","51","114"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","28","18","46","100.0","0","0","0","0.0","0","0","0","0.0","28","18","46"
