"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","적령 아동-남","적령 아동-여","적령 아동-합계","적령 아동-비율","유예 및 과령 아동-남","유예 및 과령 아동-여","유예 및 과령 아동-합계","유예 및 과령 아동-비율","조기입학아동-남","조기입학아동-여","조기입학아동-합계","조기입학아동-비율","계-남","계-여","합계"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004204","일동초등학교","02","공립","N","","24","25","49","100.0","0","0","0","0.0","0","0","0","0.0","24","25","49"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004205","정교초등학교","02","공립","N","","3","5","8","100.0","0","0","0","0.0","0","0","0","0.0","3","5","8"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004206","중리초등학교","02","공립","N","","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","0","0","0"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004208","지현초등학교","02","공립","N","","4","1","5","100.0","0","0","0","0.0","0","0","0","0.0","4","1","5"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004209","창수초등학교","02","공립","N","","5","2","7","100.0","0","0","0","0.0","0","0","0","0.0","5","2","7"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004210","청성초등학교","02","공립","N","","6","5","11","100.0","0","0","0","0.0","0","0","0","0.0","6","5","11"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004211","추산초등학교","02","공립","N","","45","57","102","100.0","0","0","0","0.0","0","0","0","0.0","45","57","102"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004212","축석초등학교","02","공립","N","","6","3","9","100.0","0","0","0","0.0","0","0","0","0.0","6","3","9"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004213","포천노곡초등학교","02","공립","N","","6","6","12","100.0","0","0","0","0.0","0","0","0","0.0","6","6","12"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004214","포천삼정초등학교","02","공립","N","","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","0","0","0"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004215","포천초등학교","02","공립","N","","66","63","129","100.0","0","0","0","0.0","0","0","0","0.0","66","63","129"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004216","화현초등학교","02","공립","N","","4","5","9","100.0","0","0","0","0.0","0","0","0","0.0","4","5","9"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004282","갈담초등학교","02","공립","N","","11","16","27","100.0","0","0","0","0.0","0","0","0","0.0","11","16","27"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004283","갈천초등학교","02","공립","N","","7","7","14","100.0","0","0","0","0.0","0","0","0","0.0","7","7","14"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004284","고정초등학교","02","공립","N","","2","3","5","100.0","0","0","0","0.0","0","0","0","0.0","2","3","5"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004286","광성초등학교","02","공립","N","","45","51","96","100.0","0","0","0","0.0","0","0","0","0.0","45","51","96"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004287","기안초등학교","02","공립","N","","45","52","97","100.0","0","0","0","0.0","0","0","0","0.0","45","52","97"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004288","남양초등학교","02","공립","N","","28","25","53","100.0","0","0","0","0.0","0","0","0","0.0","28","25","53"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004289","노진초등학교","02","공립","N","","3","5","8","100.0","0","0","0","0.0","0","0","0","0.0","3","5","8"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004292","동탄초등학교","02","공립","N","","96","90","186","100.0","0","0","0","0.0","0","0","0","0.0","96","90","186"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004294","동학초등학교","02","공립","N","","73","57","130","100.0","0","0","0","0.0","0","0","0","0.0","73","57","130"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004296","마도초등학교","02","공립","N","","13","8","21","95.5","0","1","1","4.5","0","0","0","0.0","13","9","22"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004297","마산초등학교","02","공립","N","","3","6","9","100.0","0","0","0","0.0","0","0","0","0.0","3","6","9"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004301","매홀초등학교","02","공립","N","","22","19","41","100.0","0","0","0","0.0","0","0","0","0.0","22","19","41"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004302","삼미초등학교","02","공립","N","","39","46","85","100.0","0","0","0","0.0","0","0","0","0.0","39","46","85"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004304","발안초등학교","02","공립","N","","18","22","40","100.0","0","0","0","0.0","0","0","0","0.0","18","22","40"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004305","병점초등학교","02","공립","N","","14","20","34","100.0","0","0","0","0.0","0","0","0","0.0","14","20","34"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004306","봉담초등학교","02","공립","N","","44","50","94","100.0","0","0","0","0.0","0","0","0","0.0","44","50","94"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004308","비봉초등학교","02","공립","N","","9","10","19","100.0","0","0","0","0.0","0","0","0","0.0","9","10","19"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004310","사창초등학교","02","공립","N","","8","4","12","100.0","0","0","0","0.0","0","0","0","0.0","8","4","12"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004312","상신초등학교","02","공립","N","","52","32","84","100.0","0","0","0","0.0","0","0","0","0.0","52","32","84"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004313","서신초등학교","02","공립","N","","1","5","6","100.0","0","0","0","0.0","0","0","0","0.0","1","5","6"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004315","석천초등학교","02","공립","N","","11","9","20","100.0","0","0","0","0.0","0","0","0","0.0","11","9","20"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004317","성산초등학교","02","공립","N","","10","12","22","100.0","0","0","0","0.0","0","0","0","0.0","10","12","22"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004318","성호초등학교","02","공립","N","","24","22","46","100.0","0","0","0","0.0","0","0","0","0.0","24","22","46"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004319","송라초등학교","02","공립","N","","6","1","7","100.0","0","0","0","0.0","0","0","0","0.0","6","1","7"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004320","송산초등학교","02","공립","N","","26","20","46","100.0","0","0","0","0.0","0","0","0","0.0","26","20","46"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004321","송화초등학교","02","공립","N","","96","76","172","100.0","0","0","0","0.0","0","0","0","0.0","96","76","172"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004322","수기초등학교","02","공립","N","","8","11","19","100.0","0","0","0","0.0","0","0","0","0.0","8","11","19"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004324","양감초등학교","02","공립","N","","4","5","9","100.0","0","0","0","0.0","0","0","0","0.0","4","5","9"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004325","오산초등학교","02","공립","N","","36","44","80","100.0","0","0","0","0.0","0","0","0","0.0","36","44","80"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004326","우정초등학교","02","공립","N","","16","6","22","100.0","0","0","0","0.0","0","0","0","0.0","16","6","22"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004328","운산초등학교","02","공립","N","","57","54","111","99.1","0","0","0","0.0","1","0","1","0.9","58","54","112"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004329","운암초등학교","02","공립","N","","28","39","67","100.0","0","0","0","0.0","0","0","0","0.0","28","39","67"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004330","운천초등학교","02","공립","N","","61","62","123","100.0","0","0","0","0.0","0","0","0","0.0","61","62","123"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004331","원동초등학교","02","공립","N","","59","58","117","100.0","0","0","0","0.0","0","0","0","0.0","59","58","117"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004333","장명초등학교","02","공립","N","","4","0","4","100.0","0","0","0","0.0","0","0","0","0.0","4","0","4"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004334","장명초등학교장일분교장","02","공립","N","","1","0","1","100.0","0","0","0","0.0","0","0","0","0.0","1","0","1"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004336","정남초등학교","02","공립","N","","12","15","27","100.0","0","0","0","0.0","0","0","0","0.0","12","15","27"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004337","정림초등학교","02","공립","N","","8","2","10","100.0","0","0","0","0.0","0","0","0","0.0","8","2","10"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004340","청룡초등학교","02","공립","N","","0","1","1","100.0","0","0","0","0.0","0","0","0","0.0","0","1","1"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004341","청원초등학교","02","공립","N","","8","3","11","100.0","0","0","0","0.0","0","0","0","0.0","8","3","11"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004344","팔탄초등학교","02","공립","N","","7","8","15","100.0","0","0","0","0.0","0","0","0","0.0","7","8","15"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004345","팔탄초등학교대방분교장","02","공립","N","","7","3","10","100.0","0","0","0","0.0","0","0","0","0.0","7","3","10"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004347","해운초등학교","02","공립","N","","3","1","4","100.0","0","0","0","0.0","0","0","0","0.0","3","1","4"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004348","향남초등학교","02","공립","N","","13","12","25","100.0","0","0","0","0.0","0","0","0","0.0","13","12","25"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004349","화남초등학교","02","공립","N","","41","44","85","100.0","0","0","0","0.0","0","0","0","0.0","41","44","85"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004350","화산초등학교","02","공립","N","","32","23","55","98.2","0","0","0","0.0","0","1","1","1.8","32","24","56"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004351","화성매송초등학교","02","공립","N","","14","16","30","100.0","0","0","0","0.0","0","0","0","0.0","14","16","30"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004352","화성월문초등학교","02","공립","N","","8","4","12","100.0","0","0","0","0.0","0","0","0","0.0","8","4","12"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004353","화성장안초등학교","02","공립","N","","60","41","101","100.0","0","0","0","0.0","0","0","0","0.0","60","41","101"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004354","화성초등학교","02","공립","N","","38","32","70","100.0","0","0","0","0.0","0","0","0","0.0","38","32","70"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004355","화성장안초등학교석포분교장","02","공립","N","","2","2","4","80.0","0","0","0","0.0","0","1","1","20.0","2","3","5"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004356","화성화수초등학교","02","공립","N","","1","5","6","100.0","0","0","0","0.0","0","0","0","0.0","1","5","6"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004358","활초초등학교","02","공립","N","","8","4","12","100.0","0","0","0","0.0","0","0","0","0.0","8","4","12"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004797","교동초등학교","02","공립","N","","50","51","101","100.0","0","0","0","0.0","0","0","0","0.0","50","51","101"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004804","나곡초등학교","02","공립","N","","78","84","162","97.6","3","1","4","2.4","0","0","0","0.0","81","85","166"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090004824","석천초등학교","02","공립","N","","93","73","166","100.0","0","0","0","0.0","0","0","0","0.0","93","73","166"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004836","효자초등학교","02","공립","N","","66","88","154","100.0","0","0","0","0.0","0","0","0","0.0","66","88","154"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090004841","늘푸른초등학교","02","공립","N","","97","107","204","99.5","0","0","0","0.0","0","1","1","0.5","97","108","205"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090004842","의정부호원초등학교","02","공립","N","","61","67","128","85.9","14","6","20","13.4","0","1","1","0.7","75","74","149"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090004843","부천일신초등학교","02","공립","N","","73","75","148","100.0","0","0","0","0.0","0","0","0","0.0","73","75","148"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090004844","솔안초등학교","02","공립","N","","24","20","44","100.0","0","0","0","0.0","0","0","0","0.0","24","20","44"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090004845","동두천신천초등학교","02","공립","N","","58","41","99","100.0","0","0","0","0.0","0","0","0","0.0","58","41","99"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090004846","동두천송내초등학교","02","공립","N","","31","25","56","100.0","0","0","0","0.0","0","0","0","0.0","31","25","56"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090004847","안산진흥초등학교","02","공립","N","","25","26","51","100.0","0","0","0","0.0","0","0","0","0.0","25","26","51"
"경기도교육청","경기도안산교육지원청","경기도 안산시 상록구","S090004848","학현초등학교","02","공립","N","","31","24","55","100.0","0","0","0","0.0","0","0","0","0.0","31","24","55"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090004849","시흥도원초등학교","02","공립","N","","19","20","39","100.0","0","0","0","0.0","0","0","0","0.0","19","20","39"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090004850","시흥월곶초등학교","02","공립","N","","61","60","121","100.0","0","0","0","0.0","0","0","0","0.0","61","60","121"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090004851","시흥장현초등학교","02","공립","N","","33","31","64","100.0","0","0","0","0.0","0","0","0","0.0","33","31","64"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090004852","당동초등학교","02","공립","N","","59","65","124","99.2","0","0","0","0.0","0","1","1","0.8","59","66","125"
"경기도교육청","경기도군포의왕교육지원청","경기도 군포시","S090004853","당정초등학교","02","공립","N","","53","60","113","100.0","0","0","0","0.0","0","0","0","0.0","53","60","113"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090004854","제암초등학교","02","공립","N","","65","45","110","99.1","0","0","0","0.0","1","0","1","0.9","66","45","111"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090004855","오산대원초등학교","02","공립","N","","46","41","87","100.0","0","0","0","0.0","0","0","0","0.0","46","41","87"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090004856","동패초등학교","02","공립","N","","134","136","270","99.6","0","0","0","0.0","1","0","1","0.4","135","136","271"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090004857","고양관산초등학교","02","공립","N","","38","35","73","100.0","0","0","0","0.0","0","0","0","0.0","38","35","73"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090004858","고양한내초등학교","02","공립","N","","37","34","71","100.0","0","0","0","0.0","0","0","0","0.0","37","34","71"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090004859","한뫼초등학교","02","공립","N","","81","70","151","98.7","1","0","1","0.7","1","0","1","0.7","83","70","153"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090004881","임진초등학교","02","공립","N","","71","44","115","100.0","0","0","0","0.0","0","0","0","0.0","71","44","115"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004891","지석초등학교","02","공립","N","","24","35","59","100.0","0","0","0","0.0","0","0","0","0.0","24","35","59"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090004892","옥산초등학교","02","공립","N","","6","10","16","100.0","0","0","0","0.0","0","0","0","0.0","6","10","16"
"경기도교육청","경기도이천교육지원청","경기도 이천시","S090004940","증포초등학교","02","공립","N","","80","81","161","100.0","0","0","0","0.0","0","0","0","0.0","80","81","161"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090004941","양벌초등학교","02","공립","N","","103","102","205","99.0","1","0","1","0.5","0","1","1","0.5","104","103","207"
"경기도교육청","경기도광주하남교육지원청","경기도 광주시","S090004942","광주도평초등학교","02","공립","N","","59","55","114","100.0","0","0","0","0.0","0","0","0","0.0","59","55","114"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090004946","성남정자초등학교","02","공립","N","","87","75","162","100.0","0","0","0","0.0","0","0","0","0.0","87","75","162"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004953","지곡초등학교","02","공립","N","","19","13","32","97.0","1","0","1","3.0","0","0","0","0.0","20","13","33"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004954","언남초등학교","02","공립","N","","37","34","71","100.0","0","0","0","0.0","0","0","0","0.0","37","34","71"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090004955","용인이동초등학교","02","공립","N","","45","38","83","100.0","0","0","0","0.0","0","0","0","0.0","45","38","83"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004958","현암초등학교","02","공립","N","","49","35","84","100.0","0","0","0","0.0","0","0","0","0.0","49","35","84"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004960","독정초등학교","02","공립","N","","90","78","168","100.0","0","0","0","0.0","0","0","0","0.0","90","78","168"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004961","용인대덕초등학교","02","공립","N","","41","26","67","100.0","0","0","0","0.0","0","0","0","0.0","41","26","67"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004962","신리초등학교","02","공립","N","","37","35","72","98.6","1","0","1","1.4","0","0","0","0.0","38","35","73"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004963","손곡초등학교","02","공립","N","","84","92","176","100.0","0","0","0","0.0","0","0","0","0.0","84","92","176"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004964","갈곡초등학교","02","공립","N","","44","58","102","100.0","0","0","0","0.0","0","0","0","0.0","44","58","102"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090004965","성지초등학교","02","공립","N","","5","7","12","92.3","1","0","1","7.7","0","0","0","0.0","6","7","13"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090004966","삼가초등학교","02","공립","N","","58","41","99","100.0","0","0","0","0.0","0","0","0","0.0","58","41","99"
"경기도교육청","경기도용인교육지원청","경기도 용인시 처인구","S090004967","용인성산초등학교","02","공립","N","","45","45","90","100.0","0","0","0","0.0","0","0","0","0.0","45","45","90"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090004978","용인신촌초등학교","02","공립","N","","84","80","164","100.0","0","0","0","0.0","0","0","0","0.0","84","80","164"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090004980","금화초등학교","02","공립","N","","54","44","98","100.0","0","0","0","0.0","0","0","0","0.0","54","44","98"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090004981","금릉초등학교","02","공립","N","","74","72","146","100.0","0","0","0","0.0","0","0","0","0.0","74","72","146"
"경기도교육청","경기도포천교육지원청","경기도 포천시","S090004998","신봉초등학교","02","공립","N","","18","17","35","100.0","0","0","0","0.0","0","0","0","0.0","18","17","35"
"경기도교육청","경기도수원교육지원청","경기도 수원시 장안구","S090005003","수일초등학교","02","공립","N","","23","12","35","100.0","0","0","0","0.0","0","0","0","0.0","23","12","35"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090005004","입북초등학교","02","공립","N","","59","67","126","100.0","0","0","0","0.0","0","0","0","0.0","59","67","126"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090005005","대선초등학교","02","공립","N","","112","118","230","100.0","0","0","0","0.0","0","0","0","0.0","112","118","230"
"경기도교육청","경기도수원교육지원청","경기도 수원시 영통구","S090005006","수원매화초등학교","02","공립","N","","32","45","77","100.0","0","0","0","0.0","0","0","0","0.0","32","45","77"
"경기도교육청","경기도수원교육지원청","경기도 수원시 팔달구","S090005007","팔달초등학교","02","공립","N","","62","53","115","100.0","0","0","0","0.0","0","0","0","0.0","62","53","115"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090005008","성남양지초등학교","02","공립","N","","28","36","64","98.5","0","0","0","0.0","0","1","1","1.5","28","37","65"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090005009","샘모루초등학교","02","공립","N","","78","69","147","100.0","0","0","0","0.0","0","0","0","0.0","78","69","147"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 만안구","S090005010","화창초등학교","02","공립","N","","28","44","72","100.0","0","0","0","0.0","0","0","0","0.0","28","44","72"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090005011","부천송일초등학교","02","공립","N","","53","36","89","100.0","0","0","0","0.0","0","0","0","0.0","53","36","89"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090005012","이담초등학교","02","공립","N","","54","54","108","100.0","0","0","0","0.0","0","0","0","0.0","54","54","108"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005013","구봉초등학교","02","공립","N","","61","51","112","100.0","0","0","0","0.0","0","0","0","0.0","61","51","112"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005014","기산초등학교","02","공립","N","","58","56","114","100.0","0","0","0","0.0","0","0","0","0.0","58","56","114"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005015","안화초등학교","02","공립","N","","71","57","128","100.0","0","0","0","0.0","0","0","0","0.0","71","57","128"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005016","진안초등학교","02","공립","N","","46","43","89","100.0","0","0","0","0.0","0","0","0","0.0","46","43","89"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005017","태안초등학교","02","공립","N","","65","55","120","100.0","0","0","0","0.0","0","0","0","0.0","65","55","120"
"경기도교육청","경기도화성오산교육지원청","경기도 화성시","S090005018","화성벌말초등학교","02","공립","N","","43","40","83","100.0","0","0","0","0.0","0","0","0","0.0","43","40","83"
"경기도교육청","경기도화성오산교육지원청","경기도 오산시","S090005019","대호초등학교","02","공립","N","","34","65","99","100.0","0","0","0","0.0","0","0","0","0.0","34","65","99"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090005023","덕계초등학교","02","공립","N","","35","30","65","100.0","0","0","0","0.0","0","0","0","0.0","35","30","65"
"경기도교육청","경기도안산교육지원청","경기도 안산시 단원구","S090005024","안산호원초등학교","02","공립","N","","79","91","170","100.0","0","0","0","0.0","0","0","0","0.0","79","91","170"
"경기도교육청","경기도시흥교육지원청","경기도 시흥시","S090005025","웃터골초등학교","02","공립","N","","64","62","126","100.0","0","0","0","0.0","0","0","0","0.0","64","62","126"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005026","남양주신촌초등학교","02","공립","N","","82","65","147","100.0","0","0","0","0.0","0","0","0","0.0","82","65","147"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005027","장내초등학교","02","공립","N","","48","47","95","100.0","0","0","0","0.0","0","0","0","0.0","48","47","95"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005028","판곡초등학교","02","공립","N","","95","77","172","100.0","0","0","0","0.0","0","0","0","0.0","95","77","172"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005029","평동초등학교","02","공립","N","","60","63","123","100.0","0","0","0","0.0","0","0","0","0.0","60","63","123"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090005030","금향초등학교","02","공립","N","","39","45","84","98.8","0","0","0","0.0","1","0","1","1.2","40","45","85"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090005031","목암초등학교","02","공립","N","","85","103","188","100.0","0","0","0","0.0","0","0","0","0.0","85","103","188"
"경기도교육청","경기도김포교육지원청","경기도 김포시","S090005032","김포신풍초등학교","02","공립","N","","124","101","225","100.0","0","0","0","0.0","0","0","0","0.0","124","101","225"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090005036","대청초등학교","02","공립","N","","35","53","88","100.0","0","0","0","0.0","0","0","0","0.0","35","53","88"
"경기도교육청","경기도용인교육지원청","경기도 용인시 기흥구","S090005037","용인신릉초등학교","02","공립","N","","32","38","70","100.0","0","0","0","0.0","0","0","0","0.0","32","38","70"
"경기도교육청","경기도용인교육지원청","경기도 용인시 수지구","S090005041","신일초등학교","02","공립","N","","32","20","52","100.0","0","0","0","0.0","0","0","0","0.0","32","20","52"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 만안구","S090005042","안양호암초등학교","02","공립","N","","28","20","48","100.0","0","0","0","0.0","0","0","0","0.0","28","20","48"
"경기도교육청","경기도안양과천교육지원청","경기도 안양시 동안구","S090005043","나눔초등학교","02","공립","N","","15","17","32","100.0","0","0","0","0.0","0","0","0","0.0","15","17","32"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090005129","의정부효자초등학교","02","공립","N","","34","30","64","100.0","0","0","0","0.0","0","0","0","0.0","34","30","64"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090005130","동암초등학교","02","공립","N","","72","61","133","100.0","0","0","0","0.0","0","0","0","0.0","72","61","133"
"경기도교육청","경기도의정부교육지원청","경기도 의정부시","S090005131","버들개초등학교","02","공립","N","","56","64","120","100.0","0","0","0","0.0","0","0","0","0.0","56","64","120"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090005138","부천양지초등학교","02","공립","N","","40","37","77","100.0","0","0","0","0.0","0","0","0","0.0","40","37","77"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090005139","삼숭초등학교","02","공립","N","","60","59","119","99.2","0","1","1","0.8","0","0","0","0.0","60","60","120"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090005141","평택송화초등학교","02","공립","N","","27","31","58","98.3","0","0","0","0.0","1","0","1","1.7","28","31","59"
"경기도교육청","경기도평택교육지원청","경기도 평택시","S090005142","장당초등학교","02","공립","N","","66","68","134","100.0","0","0","0","0.0","0","0","0","0.0","66","68","134"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005145","사능초등학교","02","공립","N","","11","7","18","100.0","0","0","0","0.0","0","0","0","0.0","11","7","18"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005146","남양주백봉초등학교","02","공립","N","","30","47","77","100.0","0","0","0","0.0","0","0","0","0.0","30","47","77"
"경기도교육청","경기도구리남양주교육지원청","경기도 남양주시","S090005147","양오초등학교","02","공립","N","","78","70","148","100.0","0","0","0","0.0","0","0","0","0.0","78","70","148"
"경기도교육청","경기도광주하남교육지원청","경기도 하남시","S090005152","신평초등학교","02","공립","N","","101","80","181","100.0","0","0","0","0.0","0","0","0","0.0","101","80","181"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090005154","새금초등학교","02","공립","N","","35","43","78","100.0","0","0","0","0.0","0","0","0","0.0","35","43","78"
"경기도교육청","경기도파주교육지원청","경기도 파주시","S090005155","석곶초등학교","02","공립","N","","71","84","155","99.4","0","0","0","0.0","0","1","1","0.6","71","85","156"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090005179","효탑초등학교","02","공립","N","","33","34","67","100.0","0","0","0","0.0","0","0","0","0.0","33","34","67"
"경기도교육청","경기도부천교육지원청","경기도 부천시","S090005181","상미초등학교","02","공립","N","","20","10","30","100.0","0","0","0","0.0","0","0","0","0.0","20","10","30"
