"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","금전및 유가증권건수","금전및 유가증권금액","도서및 물품건수","도서및 물품금액","수목시설및 재산건수","수목시설및 재산금액","건수합계","금액합계","학교교육시설 보수확충금액","교육용기자재 및도서금액","학교체육학예 활동금액","학생복지및 자치활동지원금액","지출금액합계"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","0","0","1","779450","0","0","1","779450","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","1","500000","0","0","0","0","1","500000","0","0","0","500000","500000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","2","5100000","1","2040000","0","0","3","7140000","0","5000000","0","100000","5100000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","1","2000000","0","0","0","0","1","2000000","33000000","0","2000000","0","35000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","1","1200000","1","10850000","0","0","2","12050000","0","0","0","1200000","1200000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","2","5300000","0","0","0","0","2","5300000","0","5000000","0","690","5000690"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","2","5050000","0","0","0","0","2","5050000","0","5042330","0","50000","5092330"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","1","250000","0","0","0","0","1","250000","0","0","0","250000","250000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","0","0","1","5000000","0","0","1","5000000","23617000","0","0","0","23617000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","1","5000000","0","0","0","0","1","5000000","0","4403650","0","0","4403650"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","Y","접수 및 지출건수 및 금액이 모두 없어 해당 항목 제외","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","0","0","20","84505000","0","0","20","84505000","0","1780000","0","0","1780000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","0","0","1","1360000","0","0","1","1360000","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","419","0","0","419"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","2","33000000","0","0","0","0","2","33000000","30000000","0","3000000","0","33000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","1","60","0","0","0","0","1","60","18912703","0","0","0","18912703"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","0","0","0","0","0","0","0","0","8690000","0","0","0","8690000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","38","38"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","2305490","2305490"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","0","0","1","35600","0","0","1","35600","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","1","447","0","0","0","0","1","447","0","2303000","0","0","2303000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","0","0","18","87009000","6","7900000","24","94909000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","1","2000000","3","3832000","0","0","4","5832000","0","0","0","2000000","2000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","1","300000","0","0","0","0","1","300000","11765600","0","0","300000","12065600"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","2","2040000","0","0","0","0","2","2040000","0","0","540000","1457410","1997410"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","1","2000000","0","0","0","0","1","2000000","0","0","0","4000000","4000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","1","1"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","552","552"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","1","200000","0","0","0","0","1","200000","0","0","0","303890","303890"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","2","5000000","25","78666100","1","9500900","28","93167000","0","3000000","0","2000000","5000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","0","0","1","341000","0","0","1","341000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","1","2000000","0","0","0","0","1","2000000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","2","9000000","6","11372000","0","0","8","20372000","0","0","6000000","3000000","9000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","1","1000000","0","0","0","0","1","1000000","0","0","0","1265300","1265300"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","1","200000","0","0","0","0","1","200000","0","0","0","200041","200041"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","0","0","1","3960000","0","0","1","3960000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","0","0","0","0","0","0","0","0","10369090","0","0","0","10369090"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","0","0","1","2040000","0","0","1","2040000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","1","2000000","0","0","0","0","1","2000000","0","0","1897061","2000000","3897061"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","2","285500","0","0","0","0","2","285500","0","0","0","490000","490000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","0","0","1","3684000","0","0","1","3684000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","1","3000000","0","0","0","0","1","3000000","0","0","3356480","0","3356480"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","0","0","0","0","0","0","0","0","496140","0","0","0","496140"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","0","0","0","0","0","0","0","0","1009874","0","0","0","1009874"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","2","90","0","0","0","0","2","90","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","0","0","0","0","0","0","0","0","95885630","0","0","0","95885630"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","1","9680000","0","0","1","35306700","2","44986700","60000000","9680000","0","6810","69686810"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","4601920","0","4601920"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","1","300","0","0","0","0","1","300","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","Y","2021년 학교발전기금 저비수 및 사용내역이 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","0","0","0","0","0","0","0","0","45000000","0","0","0","45000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","900000","900000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","3","3427777","0","0","0","0","3","3427777","0","0","0","3427777","3427777"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","1","210","3","25800000","0","0","4","25800210","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","2","3200000","2","6160000","0","0","4","9360000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","1","300000","1","2040000","0","0","2","2340000","0","0","0","301530","301530"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","1","1000000","0","0","0","0","1","1000000","0","0","0","952950","952950"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","6940","0","507299","514239"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","Y","접수, 지출 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","Y","접수 및 지출 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","1","2500000","0","0","0","0","1","2500000","0","0","0","2500000","2500000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","Y","제외","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","0","0","1","1800000","0","0","1","1800000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","0","0","1","4080000","0","0","1","4080000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","0","0","1","1360000","0","0","1","1360000","0","0","0","284","284"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","4","9000000","0","0","0","0","4","9000000","0","21330","3804990","0","3826320"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","1","1200000","0","0","0","0","1","1200000","0","0","0","1200000","1200000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","0","0","1","4080000","0","0","1","4080000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","950","950"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","1","1200000","0","0","0","0","1","1200000","0","0","0","1200000","1200000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","0","0","1","2720000","0","0","1","2720000","0","0","0","111","111"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","1","300000","1","225000","0","0","2","525000","0","0","0","300000","300000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","2","1200000","0","0","0","0","2","1200000","0","0","0","1200000","1200000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001045","서울양천초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","109","109"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001046","서울양화초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001048","서울염동초등학교","02","공립","N","","1","300000","0","0","0","0","1","300000","0","333450","0","0","333450"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001049","서울염창초등학교","02","공립","N","","0","0","1","1000000","0","0","1","1000000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001050","서울영도초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","188092","188092"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001051","서울우장초등학교","02","공립","N","","0","0","2","2071400","0","0","2","2071400","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001052","서울월정초등학교","02","공립","N","","1","9990000","0","0","0","0","1","9990000","0","0","0","10072110","10072110"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001053","서울월촌초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001054","서울은정초등학교","02","공립","Y","발전기금 접수, 지출 없음","","","","","","","","","","","","",""
