"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교과프로그램수","교과수강학생수","특기적성프로그램수","특기적성수강학생수","프로그램수(계)","수강학생수(계)","방과후학교참여학생수","초등돌봄교실 오후돌봄운영교실수","초등돌봄교실 오후돌봄참여학생수","초등돌봄교실 저녁돌봄운영교실수","초등돌봄교실 저녁돌봄참여학생수","초등돌봄교실방과후학교 연계형돌봄운영교실수","초등돌봄교실방과후학교 연계형돌봄참여학생수","초등돌봄참여학생중 특수교육대상학생수","특수학교종일반 학급수","특수학교종일반 참여학생수","방과후학교 수익자부담금액","방과후학교 수익자부담외지원금액","초등돌봄교실 수익자부담금액","초등돌봄교실 수익자부담외지원금액"
"서울특별시교육청","교육부","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","4","77","12","178","16","255","255","1","25","1","8","0","0","0","0","0","53477340","10740000","0","0"
"서울특별시교육청","교육부","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","14","129","18","235","32","364","170","0","0","0","0","0","0","0","0","0","0","7657200","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","5","77","16","230","21","307","123","2","50","0","0","0","0","0","0","0","8345940","10942560","0","43470000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","0","0","0","0","0","0","0","4","98","0","0","0","0","0","0","0","0","0","0","150885430"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","0","0","0","0","0","0","0","4","67","1","10","0","0","0","0","0","0","8000000","0","22000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","17","283","36","684","53","967","967","2","48","0","0","0","0","0","0","0","56435300","12867900","2895000","28421150"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","0","0","0","0","0","0","0","1","28","0","0","1","30","0","0","0","0","10550000","0","52659000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","0","0","58","653","58","653","350","4","121","1","4","0","0","0","0","0","0","0","0","138790900"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","0","0","0","0","0","0","0","4","66","0","0","0","0","0","0","0","0","10550000","16650000","141920410"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","0","0","0","0","0","0","0","2","49","0","0","1","21","0","0","0","0","7200000","0","118207600"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","0","0","3","9","3","9","9","2","16","0","0","1","13","0","0","0","0","28078870","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","12","318","12","303","24","621","621","1","25","0","0","0","0","0","0","0","0","22187190","0","50225770"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","6","127","50","484","56","611","335","2","44","1","2","1","27","0","0","0","0","9550000","5419940","34499000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","5","160","32","733","37","893","447","4","91","1","10","1","10","0","0","0","197725950","10550000","172951330","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","9","134","3","37","12","171","155","1","47","1","2","1","14","0","0","0","12780820","7825910","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","Y","코로나19로 인한 방과후학교 미운영 및 계획 없음","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000754","서울반포초등학교","02","공립","N","","3","31","5","63","8","94","73","2","24","0","0","1","20","0","0","0","0","171800000","0","97800440"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","Y","코로나 19로 인한 미실시","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","19","122","8","66","27","188","132","3","79","1","2","2","39","0","0","0","38532700","0","0","137774300"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","0","0","0","0","0","0","0","1","23","1","2","1","5","0","0","0","0","0","0","58669840"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","0","0","0","0","0","0","0","1","25","0","0","1","23","0","0","0","0","2285200","0","71465440"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","10","237","20","552","30","789","321","2","43","1","20","1","33","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","5","136","8","118","13","254","185","2","59","1","10","1","30","0","0","0","0","0","0","10000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","11","124","43","468","54","592","299","5","128","1","3","0","0","1","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","0","0","0","0","0","0","0","3","84","1","5","0","0","0","0","0","0","10550100","7200000","128074760"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","0","0","0","0","0","0","0","3","57","0","0","1","33","0","0","0","0","9550000","0","107691000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","12","149","40","693","52","842","337","2","42","1","4","1","26","0","0","0","0","1300000","0","71643170"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","0","0","0","0","0","0","0","2","40","0","0","0","0","4","0","0","0","6747530","2700000","72374880"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","0","0","11","80","11","80","51","3","47","0","0","0","0","0","0","0","0","0","0","96294770"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","14","100","11","64","25","164","124","4","116","0","0","0","0","0","0","0","39358350","11204170","7725000","166068960"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","8","75","21","217","29","292","226","2","50","0","0","1","25","1","0","0","0","500000","0","97855450"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","0","0","0","0","0","0","0","1","23","0","0","0","0","0","0","0","0","0","0","21752000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","13","211","36","720","49","931","535","4","75","1","6","1","37","0","0","0","0","9150310","1905000","159320680"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","1","22","0","0","0","0","9000000","0","18000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","6","132","24","648","30","780","780","6","126","0","0","3","62","1","0","0","26049960","1186370","16745000","362818060"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","0","0","0","0","0","0","0","4","74","0","0","0","0","0","0","0","0","0","0","146287000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","0","0","62","713","62","713","633","7","140","1","10","1","25","0","0","0","0","10000000","0","94330000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","0","0","0","0","0","0","0","3","75","1","5","0","0","0","0","0","0","0","13128000","2520000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","0","0","0","0","0","0","0","3","48","1","1","0","0","0","0","0","0","8550000","0","122176840"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","0","0","0","0","0","0","0","3","60","1","5","0","0","0","0","0","0","0","0","42000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","0","0","1","41","1","41","41","3","29","0","0","0","0","0","0","0","0","8450000","3335000","210000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","0","0","75","1128","75","1128","768","3","74","0","0","1","25","0","0","0","0","1300000","0","115319010"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","27","271","72","915","99","1186","706","2","47","1","3","1","25","0","0","0","27298000","8800000","0","102647280"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","9","65","29","304","38","369","229","3","70","1","22","1","8","0","0","0","0","9550000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","6","88","21","439","27","527","527","2","48","0","0","0","0","0","0","0","0","0","0","97229150"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","5","122","10","233","15","355","355","3","74","0","0","0","0","0","0","0","0","0","0","24000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","6","36","12","84","18","120","99","1","25","0","0","0","0","0","0","0","0","9550000","1318000","70174780"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","8","78","0","0","8","78","60","4","105","1","3","1","17","1","0","0","0","10550000","0","174698000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","3","47","2","11","5","58","58","3","59","1","4","1","20","0","0","0","2511100","473200","2766000","559800"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","1","9","4","38","5","47","45","4","87","0","0","1","24","0","0","0","0","0","0","146557650"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","18","201","71","785","89","986","524","2","41","0","0","2","25","0","0","0","17627940","0","0","128728530"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","22","166","35","362","57","528","278","2","27","0","0","0","0","0","0","0","0","9550000","308000","94788100"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","23","270","30","360","53","630","630","3","64","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","0","0","0","0","0","0","0","3","67","0","0","2","24","0","0","0","16703930","6297735","5170500","261112940"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","1","17","3","79","4","96","96","4","79","1","9","0","0","1","0","0","0","0","0","9300000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","12","173","21","380","33","553","0","4","54","0","0","0","0","0","0","0","0","0","0","189944000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","5","47","32","409","37","456","288","4","96","1","13","1","16","0","0","0","0","0","24341580","77551000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","8","72","7","47","15","119","119","2","50","1","25","1","25","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","2","38","2","24","4","62","62","2","38","1","1","0","0","0","0","0","0","10392270","0","93382810"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","2","33","4","42","6","75","75","5","118","1","5","0","0","0","0","0","0","0","5295000","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","20","320","42","705","62","1025","672","3","71","1","2","5","75","0","0","0","0","0","3850000","149151240"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","7","64","17","173","24","237","215","4","93","1","5","1","7","1","0","0","18672250","23229950","0","137441000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","1","13","24","295","25","308","179","2","43","1","1","0","0","1","0","0","154580","8786675","1129500","81681000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","0","0","27","317","27","317","238","4","100","0","0","1","11","1","0","0","0","10550000","6626000","61131000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","1","14","2","13","3","27","27","3","43","1","6","1","20","1","0","0","0","0","0","314085270"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","4","30","4","23","8","53","46","4","92","0","0","2","30","0","0","0","0","0","6615000","167034450"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","0","0","0","0","0","0","0","3","70","0","0","0","0","0","0","0","0","0","4395000","41171000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","11","120","6","64","17","184","135","5","124","1","7","0","0","0","0","0","0","5250000","3025000","158295000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","21","190","39","557","60","747","557","5","122","0","0","1","220","0","0","0","0","0","12254000","23620150"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","8","38","3","14","11","52","38","3","60","1","5","0","0","0","0","0","12250450","25901350","3703500","122825420"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","10","97","45","618","55","715","412","3","53","0","0","0","0","0","0","0","12460000","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","0","0","9","91","9","91","72","3","76","1","5","0","0","0","0","0","0","13840000","0","109864660"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","1","63","16","192","17","255","255","3","68","0","0","0","0","0","0","0","0","0","3265000","51597060"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","5","18","1","6","6","24","21","3","66","1","6","1","10","1","0","0","16657600","4188850","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","3","31","0","0","3","31","31","2","27","0","0","0","0","0","0","0","0","5094190","0","18000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","0","0","0","0","0","0","0","4","91","1","2","0","0","0","0","0","0","0","10160000","490000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","0","0","0","0","0","0","0","3","75","1","3","0","0","0","0","0","0","0","13736000","108664000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","8","31","7","18","15","49","39","4","69","1","5","0","0","0","0","0","0","10550000","6120000","113874800"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","9","189","30","506","39","695","355","4","101","1","6","0","0","2","0","0","30394150","11949570","6979500","130738880"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","0","0","0","0","0","0","0","5","121","0","0","1","23","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","2","60","27","435","29","495","256","2","41","0","0","1","19","0","0","0","0","9550000","3695000","114546000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","13","76","2","13","15","89","75","2","48","1","3","0","0","0","0","0","48354350","7838500","48200000","83366550"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","2","13","0","0","2","13","13","4","79","1","12","0","0","0","0","0","0","9550000","3880000","139553570"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","17","90","10","69","27","159","121","3","54","0","0","0","0","1","0","0","15758650","7901920","17783500","112459580"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","5","32","26","268","31","300","211","3","67","0","0","1","19","1","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","12","152","48","619","60","771","380","4","98","0","0","0","0","0","0","0","72185165","29601960","7843500","194884970"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","13","231","5","65","18","296","183","2","33","1","8","1","18","0","0","0","0","480000","0","24000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","1","13","0","0","1","13","13","2","32","1","1","0","0","0","0","0","5725200","0","2980000","430000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","0","0","0","0","0","0","0","4","58","0","0","0","0","0","0","0","0","0","4842000","369000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","2","19","2","11","4","30","30","3","73","0","0","0","0","1","0","0","4203710","8539790","1732500","116232480"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","2","11","84","407","86","418","225","2","44","1","2","0","0","0","0","0","0","0","5818500","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","0","0","21","537","21","537","307","3","72","0","0","0","0","0","0","0","11243400","4630000","1965000","82876100"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","16","159","31","296","47","455","337","1","40","1","2","0","0","0","0","0","0","10489960","0","68375070"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","0","0","0","0","0","0","0","3","56","0","0","0","0","0","0","0","0","0","2513000","28118690"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","33","377","48","552","81","929","801","6","87","0","0","2","109","1","0","0","0","13590000","0","78433030"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","3","16","82","293","85","309","230","4","83","1","3","1","18","0","0","0","0","0","6760000","1125000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","13","40","0","0","13","40","40","4","84","1","3","1","17","0","0","0","20159880","9640490","10377760","163432510"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","0","0","0","0","0","0","0","4","95","1","4","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","4","11","2","8","6","19","19","2","39","1","1","1","12","0","0","0","0","0","0","68986460"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","4","37","8","42","12","79","69","4","83","1","2","0","0","0","0","0","0","0","12874500","106160930"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","3","74","27","532","30","606","345","4","67","1","1","0","0","2","0","0","6021000","300000","1475000","99427890"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","0","0","3","40","3","40","29","2","33","0","0","0","0","0","0","0","0","2275000","0","43997000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","8","121","14","183","22","304","304","3","43","0","0","0","0","0","0","0","0","8285210","0","110416731"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","0","0","2","11","2","11","11","2","29","0","0","1","15","1","0","0","0","855000","0","56674140"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","9","75","39","437","48","512","295","5","65","1","3","2","30","1","0","0","0","10550000","0","154902000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","1","14","5","46","6","60","46","3","75","1","2","0","0","0","0","0","0","355000","0","169253102"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","5","51","21","246","26","297","141","2","45","0","0","0","0","0","0","0","0","0","3105000","2585000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","4","31","28","558","32","589","364","2","45","0","0","1","12","0","0","0","0","0","0","6800"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","22","217","50","688","72","905","522","3","75","1","3","0","0","0","0","0","0","0","2785000","121312430"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","9","47","0","0","9","47","47","3","75","0","0","0","0","0","0","0","14487600","5390400","6374500","600000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","0","0","0","0","0","0","0","3","63","0","0","1","22","0","0","0","0","7800000","4329000","142806250"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","6","80","2","21","8","101","46","1","9","0","0","0","0","0","0","0","915530","734150","885000","51816960"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","0","0","0","0","0","0","0","2","57","1","2","2","24","0","0","0","0","0","3060000","82377740"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","3","95","23","601","26","696","696","4","91","0","0","1","46","1","0","0","0","0","7610000","54140000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","14","133","179","1229","193","1362","866","7","155","1","15","2","48","0","0","0","0","13550000","0","162432810"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","11","348","21","569","32","917","543","5","125","1","25","3","73","0","0","0","28364320","6563330","16095000","277566520"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","0","0","0","0","0","0","0","3","58","1","2","0","0","2","0","0","0","1800000","3475000","79595770"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","13","59","0","0","13","59","48","4","73","1","1","1","18","1","0","0","21294700","8122400","2405000","69758000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","0","0","9","130","9","130","67","1","21","0","0","0","0","0","0","0","2569300","1346840","370000","145000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","0","0","0","0","0","0","0","2","34","0","0","1","8","0","0","0","0","8550000","1335000","108932000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","0","0","0","0","0","0","0","1","21","1","1","1","12","0","0","0","0","11000000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","2","30","9","95","11","125","73","2","29","0","0","0","0","1","0","0","4867500","5560000","111","111"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","0","0","0","0","0","0","0","3","66","0","0","0","0","0","0","0","0","8537290","3910000","111977040"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","21","297","26","328","47","625","358","4","76","0","0","0","0","0","0","0","0","9550000","7080000","199219420"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","5","41","0","0","5","41","41","4","99","1","4","1","19","0","0","0","0","0","9765000","204352940"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","9","50","0","0","9","50","35","2","40","0","0","0","0","0","0","0","0","0","3890000","6000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","0","0","0","0","0","0","0","4","83","1","3","1","19","1","0","0","0","10848860","6100000","167093770"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","7","92","29","365","36","457","457","2","46","0","0","1","13","0","0","0","0","27800000","2860000","99137000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","0","0","0","0","0","0","0","3","69","0","0","0","0","0","0","0","6197550","161290","23960610","135979770"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","8","59","18","172","26","231","163","2","23","0","0","0","0","0","0","0","15819740","3156380","0","31911000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","0","0","0","0","0","0","0","3","73","0","0","0","0","0","0","0","0","600000","4655000","128936870"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","15","135","31","399","46","534","286","4","57","1","3","1","5","0","0","0","13069575","4340580","36880520","3603960"
