"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","교과프로그램수","교과수강학생수","특기적성프로그램수","특기적성수강학생수","프로그램수(계)","수강학생수(계)","방과후학교참여학생수","초등돌봄교실 오후돌봄운영교실수","초등돌봄교실 오후돌봄참여학생수","초등돌봄교실 저녁돌봄운영교실수","초등돌봄교실 저녁돌봄참여학생수","초등돌봄교실방과후학교 연계형돌봄운영교실수","초등돌봄교실방과후학교 연계형돌봄참여학생수","특수학교종일반 학급수","특수학교종일반 참여학생수","방과후학교 수익자부담금액","방과후학교 수익자부담외지원금액","초등돌봄교실 수익자부담금액","초등돌봄교실 수익자부담외지원금액"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000494","인천신흥초등학교","02","공립","N","","0","0","0","0","0","0","0","2","37","0","0","1","20","0","0","109398950","31004950","11989500","62502620"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000496","인천연안초등학교","02","공립","N","","0","0","0","0","0","0","0","2","44","0","0","1","10","0","0","48193000","13051720","10459200","48400000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000497","인천영종초등학교","02","공립","N","","0","0","0","0","0","0","0","5","115","3","87","1","25","0","0","644960760","57388030","52110440","499158280"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000500","인천용유초등학교","02","공립","N","","6","51","2","46","8","97","41","1","20","0","0","1","19","0","0","7235240","2649000","5604000","763500"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000502","인천용일초등학교","02","공립","N","","0","0","0","0","0","0","0","3","62","0","0","0","0","0","0","151960510","51599840","18810000","60000000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000503","인천용정초등학교","02","공립","N","","0","0","0","0","0","0","0","2","42","0","0","1","7","0","0","43905750","23905800","11782500","4481400"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000504","인천용현남초등학교","02","공립","N","","0","0","0","0","0","0","0","3","72","0","0","1","10","0","0","315118000","24702210","22998000","185420000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000506","인천용현초등학교","02","공립","N","","0","0","0","0","0","0","0","3","24","0","0","0","0","0","0","111751890","52148280","17644500","78231140"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 중구","S040000507","인천운서초등학교","02","공립","N","","0","0","0","0","0","0","0","2","19","0","0","0","0","0","0","47517000","4038000","7492000","1704000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000509","인천인주초등학교","02","공립","N","","0","0","0","0","0","0","0","4","93","0","0","1","10","0","0","337898590","34541300","23165620","195991770"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000510","인천주안남초등학교","02","공립","N","","0","0","0","0","0","0","0","3","20","0","0","2","14","0","0","185800000","54981000","18495000","58600000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000511","인천주안북초등학교","02","공립","N","","0","0","0","0","0","0","0","2","41","0","0","0","0","0","0","106152120","35210920","12210000","48000000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000512","인천주안초등학교","02","공립","N","","0","0","0","0","0","0","0","2","43","0","0","0","0","0","0","162224000","51144000","16342000","129459000"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 동구","S040000513","인천창영초등학교","02","공립","N","","0","0","0","0","0","0","0","1","20","0","0","0","0","0","0","38402800","15648900","3355500","66178690"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000515","인천연학초등학교","02","공립","N","","0","0","0","0","0","0","0","2","33","0","0","0","0","0","0","74426880","21200340","6937500","152125140"
"인천광역시교육청","인천광역시남부교육지원청","인천광역시 미추홀구","S040000516","인천학익초등학교","02","공립","N","","0","0","0","0","0","0","0","3","24","0","0","0","0","0","0","109233620","24763960","20709000","23883000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000639","상인천초등학교","02","공립","N","","0","0","0","0","0","0","0","3","63","0","0","1","16","0","0","195520290","45913450","17461500","44545000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000641","인천간석초등학교","02","공립","N","","0","0","0","0","0","0","0","2","32","0","0","1","16","0","0","112133850","50721670","7545000","47500000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000642","인천구월서초등학교","02","공립","N","","0","0","0","0","0","0","0","4","28","0","0","1","10","0","0","148595860","53135100","30873220","11600000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000643","인천구월초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","0","0","0","0","130887430","63229970","10417500","4350000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000644","인천남동초등학교","02","공립","N","","5","100","15","245","20","345","236","2","42","0","0","1","8","0","0","179437010","38968570","9279000","101775300"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000645","인천남촌초등학교","02","공립","N","","0","0","0","0","0","0","0","2","42","0","0","1","10","0","0","135849900","36966850","16094000","121068950"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000646","인천논곡초등학교","02","공립","N","","0","0","0","0","0","0","0","3","74","0","0","1","8","0","0","181179000","19183450","19364500","199104290"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000647","인천논현초등학교","02","공립","N","","0","0","0","0","0","0","0","3","57","0","0","0","0","0","0","244003910","4567130","19948500","64300980"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000648","인천능허대초등학교","02","공립","N","","0","0","0","0","0","0","0","4","94","3","14","1","3","0","0","263028250","28211000","26541000","223988550"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000649","인천담방초등학교","02","공립","N","","0","0","0","0","0","0","0","1","23","0","0","0","0","0","0","159466230","27169620","5004000","22300000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000650","인천도림초등학교","02","공립","N","","0","0","0","0","0","0","0","3","30","2","20","1","10","0","0","168475100","28635200","19066350","2819250"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000651","인천동막초등학교","02","공립","N","","0","0","0","0","0","0","0","2","39","0","0","0","0","0","0","194705320","8973630","13556000","33600000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000652","인천동부초등학교","02","공립","N","","0","0","0","0","0","0","0","3","59","0","0","1","10","0","0","126103020","36747270","14770500","171171920"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000653","인천동춘초등학교","02","공립","N","","0","0","0","0","0","0","0","3","75","0","0","1","21","0","0","276587790","12901720","14364000","73186000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000654","인천만수북초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","1","17","0","0","309785950","53477840","15504000","53947030"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000655","인천만수초등학교","02","공립","N","","0","0","0","0","0","0","0","1","9","0","0","1","7","0","0","74468550","21848000","5566500","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000656","인천만월초등학교","02","공립","N","","0","0","0","0","0","0","0","5","125","5","10","1","25","0","0","534438890","13137390","32775300","259904380"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000657","인천문남초등학교","02","공립","N","","0","0","0","0","0","0","0","2","31","0","0","0","0","0","0","108632030","35412190","6976500","47195000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000658","인천박문초등학교","02","사립","N","","0","0","0","0","0","0","0","2","16","0","0","0","0","0","0","138817000","0","17226000","30000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000659","인천석정초등학교","02","공립","N","","0","0","0","0","0","0","0","4","86","0","0","1","15","0","0","208222620","35222920","28463400","2980800"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000660","인천석천초등학교","02","공립","N","","0","0","0","0","0","0","0","3","75","1","2","1","20","0","0","303701780","6482500","21393000","160483990"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000661","인천선학초등학교","02","공립","N","","0","0","0","0","0","0","0","2","40","0","0","1","18","0","0","124911790","20610090","15397500","121077000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000663","인천성리초등학교","02","공립","N","","0","0","0","0","0","0","0","3","63","0","0","1","12","0","0","241133320","34835100","13206000","3360000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000664","인천소래초등학교","02","공립","N","","0","0","0","0","0","0","0","2","33","0","0","1","17","0","0","182500830","34249260","12492000","106303310"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000665","인천송도초등학교","02","공립","N","","4","113","10","212","14","325","325","2","35","1","4","1","6","0","0","67524370","55596970","6384000","5001000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000666","인천약산초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","1","10","0","0","192580600","48855380","13689000","48400000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000667","인천연성초등학교","02","공립","N","","0","0","0","0","0","0","0","3","38","0","0","1","15","0","0","234500760","8689000","20107500","154822000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000668","인천연수초등학교","02","공립","N","","0","0","0","0","0","0","0","2","15","2","2","0","0","0","0","148833350","15365540","16798500","45600000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000669","인천연화초등학교","02","공립","Y","코로나 19로 인한 등교개학 연기로 실시 미확정","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000670","인천옥련초등학교","02","공립","N","","0","0","0","0","0","0","0","3","20","1","2","1","8","0","0","182252090","30692160","0","59998350"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000671","인천인동초등학교","02","공립","N","","0","0","0","0","0","0","0","2","39","0","0","0","0","0","0","272002730","33333950","10129500","102505080"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000673","인천인수초등학교","02","공립","N","","0","0","0","0","0","0","0","2","41","0","0","0","0","0","0","78515550","24164450","11214000","40000000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000674","인천장수초등학교","02","공립","N","","0","0","0","0","0","0","0","1","10","0","0","0","0","0","0","49051740","22983620","0","0"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000675","인천조동초등학교","02","공립","N","","0","0","0","0","0","0","0","2","25","1","1","1","1","0","0","245109820","45470240","11502000","3132000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 남동구","S040000676","인천주원초등학교","02","공립","N","","0","0","0","0","0","0","0","1","17","0","0","1","5","0","0","48625530","22687000","6664500","29120000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000677","인천중앙초등학교","02","공립","N","","0","0","0","0","0","0","0","2","44","0","0","1","8","0","0","143252900","18976760","13323000","119922520"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000678","인천청량초등학교","02","공립","N","","3","10","23","70","26","80","1","2","50","0","0","1","12","0","0","219307800","8247000","15004500","127500"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000679","인천청학초등학교","02","공립","N","","0","0","0","0","0","0","0","2","45","1","3","1","25","0","0","175519690","50064000","13074000","2469000"
"인천광역시교육청","인천광역시동부교육지원청","인천광역시 연수구","S040000680","인천함박초등학교","02","공립","N","","0","0","0","0","0","0","0","1","26","0","0","0","0","0","0","123489170","62660400","7173000","2568000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000802","인천가림초등학교","02","공립","N","","0","0","0","0","0","0","0","3","19","0","0","1","6","0","0","106739050","160000","11800380","48400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000803","인천가석초등학교","02","공립","N","","0","0","0","0","0","0","0","2","31","0","0","0","0","0","0","52728150","14696950","12526500","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000804","인천가정초등학교","02","공립","N","","0","0","0","0","0","0","0","3","43","2","2","1","8","0","0","176819500","19812150","20184000","68400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000805","인천가좌초등학교","02","공립","N","","0","0","0","0","0","0","0","2","40","0","0","0","0","0","0","132018960","24925120","11766000","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000806","인천가현초등학교","02","공립","N","","0","0","0","0","0","0","0","4","100","3","10","0","0","0","0","260623000","16557450","29295070","179552470"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000807","인천갈산초등학교","02","공립","N","","0","0","0","0","0","0","0","2","32","0","0","1","20","0","0","66200250","13661000","11493000","27192000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000808","인천갈월초등학교","02","공립","N","","0","0","0","0","0","0","0","2","46","0","0","1","2","0","0","212226190","20888030","13929000","119293790"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000809","인천개흥초등학교","02","공립","N","","0","0","0","0","0","0","0","2","37","0","0","1","5","0","0","87019220","24994160","9645000","94414090"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000810","인천건지초등학교","02","공립","N","","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","70725890","18824000","4152000","27200000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000811","인천검단초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","1","7","1","16","0","0","17461000","36266300","13221000","150137000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000812","인천계산초등학교","02","공립","N","","0","0","0","0","0","0","0","1","20","0","0","1","15","0","0","79116230","22845000","6414000","833000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000813","인천계양초등학교","02","공립","N","","0","0","0","0","0","0","0","3","50","1","2","0","0","0","0","177698000","12223000","26788000","241820440"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000815","인천구산초등학교","02","공립","N","","0","0","0","0","0","0","0","2","46","0","0","0","0","0","0","114739220","12633030","12424500","35000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000816","인천금곡초등학교","02","공립","N","","0","0","0","0","0","0","0","2","43","0","0","0","0","0","0","56000000","5600000","8000000","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000817","인천길주초등학교","02","공립","N","","0","0","0","0","0","0","0","3","67","0","0","1","10","0","0","145480220","10737890","13414500","94762600"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000818","인천단봉초등학교","02","공립","N","","0","0","0","0","0","0","0","4","98","0","0","1","3","0","0","277162530","25472250","25597500","87282190"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000819","인천당하초등학교","02","공립","N","","0","0","0","0","0","0","0","4","100","1","21","1","7","0","0","302119690","13101290","27125120","753280"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000820","인천대정초등학교","02","공립","N","","0","0","0","0","0","0","0","3","57","0","0","1","15","0","0","270895620","23460470","19209800","171425770"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000821","인천동수초등학교","02","공립","N","","0","0","0","0","0","0","0","3","71","3","2","1","12","0","0","187368710","11048000","22210000","65600000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000822","인천동암초등학교","02","공립","N","","0","0","0","0","0","0","0","1","22","0","0","0","0","0","0","127842360","35503380","7357500","37310000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000823","인천마곡초등학교","02","공립","N","","0","0","0","0","0","0","0","1","8","1","2","1","6","0","0","180650300","12514080","4798500","987000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000824","인천마장초등학교","02","공립","N","","0","0","0","0","0","0","0","3","69","0","0","0","0","0","0","227146130","16562540","20325000","150000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000825","인천마전초등학교","02","공립","N","","0","0","0","0","0","0","0","2","44","1","6","2","14","0","0","243574000","13306000","18746000","52780000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000826","인천명현초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52564340","36272500","11844500","111000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000827","인천목향초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","1","21","0","0","201813610","24640990","13719000","112649000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000828","인천미산초등학교","02","공립","N","","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","127371790","8760900","4951500","20000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000829","인천백석초등학교","02","공립","N","","0","0","0","0","0","0","0","4","87","0","0","0","0","0","0","301748000","48612020","36838000","3600000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000830","인천백운초등학교","02","공립","N","","0","0","0","0","0","0","0","2","47","0","0","1","22","0","0","286478290","25524580","13144500","118955000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000831","인천병방초등학교","02","공립","N","","0","0","0","0","0","0","0","2","40","0","0","1","15","0","0","134097870","31858320","13218000","2046000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000832","인천봉수초등학교","02","공립","N","","0","0","0","0","0","0","0","1","18","0","0","1","3","0","0","27054000","15617000","4605000","1144800"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000833","인천부개서초등학교","02","공립","N","","0","0","0","0","0","0","0","2","29","0","0","0","0","0","0","161216760","50062150","5730000","40000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000834","인천부개초등학교","02","공립","N","","0","0","0","0","0","0","0","2","33","0","0","0","0","0","0","119452150","25277350","11404500","124286490"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000835","인천부곡초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","0","0","0","0","0","0","350447370","24732840","14980000","101731180"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000836","인천부광초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","1","8","0","0","99306260","37543080","11394000","97766840"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000837","인천부내초등학교","02","공립","N","","0","0","0","0","0","0","0","2","35","0","0","1","13","0","0","197296540","13714620","14007000","33000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000838","인천부마초등학교","02","공립","N","","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","234995920","7820040","12396000","40000000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000839","인천부원초등학교","02","공립","N","","0","0","0","0","0","0","0","3","20","0","0","1","13","0","0","251704850","27567960","25450000","80680000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000840","인천부일초등학교","02","공립","N","","0","0","0","0","0","0","0","2","40","0","0","0","0","0","0","118366590","6227500","11650500","125528630"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000841","인천부평남초등학교","02","공립","N","","0","0","0","0","0","0","0","3","24","1","2","1","7","0","0","225577980","79149430","19092000","7118000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000842","인천부평동초등학교","02","공립","N","","0","0","0","0","0","0","0","2","42","2","5","0","0","0","0","204547820","61576330","10279500","136979960"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000843","인천부평북초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96051000","26148340","12255000","3190000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000844","인천부평서초등학교","02","공립","N","","0","0","0","0","0","0","0","2","15","0","0","0","0","0","0","334620440","22519150","12279000","100525440"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000845","인천부평초등학교","02","공립","N","","0","0","0","0","0","0","0","2","11","0","0","0","0","0","0","109991290","28991480","8757070","114075340"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000846","인천부현동초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","0","0","0","0","0","0","178330000","20024000","13908000","130740000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000847","인천부현초등학교","02","공립","N","","0","0","0","0","0","0","0","2","47","0","0","0","0","0","0","167496850","29426100","12336000","2214000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000848","인천부흥초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","0","0","1","18","0","0","123937220","65966740","10654000","28400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000849","인천불로초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","179752020","31208150","22921200","59999810"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000850","인천산곡남초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192024330","30542960","19768000","72883000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000851","인천산곡북초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135080780","19259260","17604000","128576300"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000852","인천산곡초등학교","02","공립","N","","0","0","0","0","0","0","0","2","23","1","8","0","0","0","0","78983500","24502000","8355000","54800000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000853","인천삼산초등학교","02","공립","N","","0","0","0","0","0","0","0","2","50","2","5","1","6","0","0","124603120","48825740","14496000","46600000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000854","인천상정초등학교","02","공립","N","","0","0","0","0","0","0","0","1","25","0","0","1","12","0","0","45901680","7028660","5628000","28400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000855","인천서곶초등학교","02","공립","N","","0","0","0","0","0","0","0","2","28","0","0","1","14","0","0","156916920","48589050","9439500","9953206"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000856","인천서운초등학교","02","공립","N","","0","0","0","0","0","0","0","1","24","0","0","1","9","0","0","418980","5796210","5156500","560000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000857","인천석남서초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105871470","23478570","12294000","1122640"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000858","인천석남초등학교","02","공립","N","","0","0","0","0","0","0","0","3","60","0","0","1","4","0","0","84975500","29722100","14376000","60000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000859","인천성지초등학교","02","공립","N","","0","0","0","0","0","0","0","2","44","0","0","1","13","0","0","118879810","15996820","11893000","40820000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000860","인천소양초등학교","02","공립","N","","0","0","0","0","0","0","0","1","16","1","16","1","22","0","0","100123550","19708750","8289000","1837500"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000862","인천신대초등학교","02","공립","N","","0","0","0","0","0","0","0","2","42","0","0","0","0","0","0","193500750","11591550","19074000","0"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000863","인천신석초등학교","02","공립","N","","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","98265830","27435300","4801500","53150480"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000864","인천신촌초등학교","02","공립","N","","0","0","0","0","0","0","0","1","24","0","0","1","9","0","0","89005500","20389750","6784000","1308000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000865","인천신현북초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","0","0","1","14","0","0","100020250","35158580","14481000","38750000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000867","인천신현초등학교","02","공립","N","","0","0","0","0","0","0","0","2","43","0","0","0","0","0","0","100424540","25824000","9585000","120988140"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000868","인천심곡초등학교","02","공립","N","","0","0","0","0","0","0","0","2","35","0","0","0","0","0","0","58935040","11135600","11433000","39960160"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000869","인천십정초등학교","02","공립","N","","0","0","0","0","0","0","0","2","25","2","2","0","0","0","0","102747000","29345000","11285000","46400000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000870","인천안남초등학교","02","공립","N","","0","0","0","0","0","0","0","2","37","0","0","1","8","0","0","76899230","16784520","11350500","113366550"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000871","인천안산초등학교","02","공립","N","","0","0","0","0","0","0","0","2","39","0","0","1","12","0","0","49381910","182468590","11505000","26311900"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000872","인천양지초등학교","02","공립","N","","0","0","0","0","0","0","0","2","26","0","0","1","8","0","0","97012000","20600750","8898000","85400000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000874","인천용마초등학교","02","공립","N","","0","0","0","0","0","0","0","2","52","0","0","0","0","0","0","131171950","17392150","9552000","45200000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000875","인천일신초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","0","0","0","0","0","0","174347080","16192260","12756000","148517650"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000876","인천작동초등학교","02","공립","N","","0","0","0","0","0","0","0","3","60","0","0","1","13","0","0","184020830","33768290","19428000","60000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000877","인천작전초등학교","02","공립","N","","0","0","0","0","0","0","0","2","39","0","0","1","6","0","0","348771200","160892900","12532500","40000000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000878","인천창신초등학교","02","공립","N","","0","0","0","0","0","0","0","2","49","0","0","1","11","0","0","124886140","12852900","23328000","44600000"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 서구","S040000879","인천천마초등학교","02","공립","N","","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","31070940","25282400","5251500","33600000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000880","인천청천초등학교","02","공립","N","","0","0","0","0","0","0","0","2","31","0","0","1","10","0","0","75643420","31079900","11491500","124328660"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000881","인천하정초등학교","02","공립","N","","0","0","16","153","16","153","95","2","34","0","0","0","0","0","0","38577280","18587340","6360000","46400000"
"인천광역시교육청","인천광역시북부교육지원청","인천광역시 부평구","S040000882","인천한길초등학교","02","공립","N","","0","0","0","0","0","0","0","3","60","2","10","0","0","0","0","133758140","48155920","18736500","201304750"
"인천광역시교육청","인천광역시서부교육지원청","인천광역시 계양구","S040000883","인천화전초등학교","02","공립","N","","0","0","0","0","0","0","0","2","48","0","0","1","13","0","0","227407000","36549280","13194000","112133000"
