"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","금전및 유가증권건수","금전및 유가증권금액","도서및 물품건수","도서및 물품금액","수목시설및 재산건수","수목시설및 재산금액","건수합계","금액합계","학교교육시설 보수확충금액","교육용기자재 및도서금액","학교체육학예 활동금액","학생복지및 자치활동지원금액","지출금액합계"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","Y","2019학년도 발전기금 예산 집행 사업 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","4","8000000","0","0","0","0","4","8000000","0","0","19916210","1818860","21735070"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","0","0","21","84190700","1","3993000","22","88183700","20000000","0","0","0","20000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","1","1000000","0","0","0","0","1","1000000","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","Y","학교발전기금 접수내역 없음.","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","7840","7840"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","903670","0","903670"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","13","12016760","0","0","0","0","13","12016760","40000000","0","0","10688782","50688782"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","3299","3299"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","2","25","0","0","0","0","2","25","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","1","30000000","0","0","0","0","1","30000000","30000000","0","0","0","30000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","1","1000000","0","0","0","0","1","1000000","0","0","0","1000000","1000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","0","0","19","24166000","1","23304000","20","47470000","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","5670","5670"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","2","3000000","0","0","0","0","2","3000000","60000000","0","0","3000000","63000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","Y","해당사항없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","2","2000000","18","85997800","8","4890000","28","92887800","53165480","0","0","2019414","55184894"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","1","4000","0","0","0","0","1","4000","30000000","0","0","913000","30913000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","1","220000000","0","0","0","0","1","220000000","0","0","0","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","1","2000000","1","7130000","0","0","2","9130000","0","1134644","0","0","1134644"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","3416070","0","3416070"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","3","20022130","0","0","0","0","3","20022130","29130000","5124790","5028460","0","39283250"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","1","5000000","0","0","0","0","1","5000000","2680000","0","0","0","2680000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","2","2120000","0","0","0","0","2","2120000","0","29510","2120000","0","2149510"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","Y","해당사항 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","13","34678000","3","7750000","0","0","16","42428000","25173840","23347","9678000","0","34875187"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","0","0","1","192000","0","0","1","192000","3103000","0","0","0","3103000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","0","0","15","56931800","0","0","15","56931800","0","0","0","100","100"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","0","0","3","3950000","0","0","3","3950000","0","5009","9","28347","33365"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","1","5000000","0","0","0","0","1","5000000","0","0","2699480","5810","2705290"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","2","20016180","33","179030304","0","0","35","199046484","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","2","3828","0","0","0","0","2","3828","0","0","1008844","0","1008844"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","2","12340","19","74796700","8","11990000","29","86799040","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","Y","발전기금없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","111970","111970"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","1","2000000","5","10848500","2","45546800","8","58395300","0","0","0","2000710","2000710"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","0","0","4","12121000","0","0","4","12121000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","3","30021760","0","0","0","0","3","30021760","30000000","0","0","0","30000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","12","3600000","0","0","0","0","12","3600000","20098100","0","0","3600000","23698100"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","Y","기준일자인 작년도(2019)에 접수건이 없으므로 작성이 어려움","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","Y","본교는 학교발전기금의 접수현황의 접수금과 결산총괄의 지출금이 없어 제외처리함.","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","3","3039810","23","78569700","1","6361300","27","87970810","0","0","0","3000000","3000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","6","31783040","0","0","0","0","6","31783040","30000000","1243040","540000","0","31783040"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","Y","2019학년도 학교발전기금 접수 내용이 없음.","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","Y","자료없음(접수내역 및 지급내역 없음)","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","1","30000000","0","0","0","0","1","30000000","30000000","0","0","21500","30021500"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","1","1000000","0","0","0","0","1","1000000","0","0","0","1000000","1000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","1809","1809"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","2","30200000","1","809660","0","0","3","31009660","30000000","0","0","0","30000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","Y","2019학년도 학교 발전기금 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","7","31659530","0","0","0","0","7","31659530","30000000","548850","0","1127140","31675990"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","6","2004315","1","367500","0","0","7","2371815","0","0","0","2000000","2000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","4","7325950","3","5952000","0","0","7","13277950","0","525950","2600000","4200000","7325950"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","2","1004760","1","54439000","2","12715000","5","68158760","0","0","0","2000000","2000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","1","10000000","0","0","0","0","1","10000000","0","10000000","0","0","10000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","1","200000","0","0","0","0","1","200000","30000000","0","0","200000","30200000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","3","3160","1","2320000","0","0","4","2323160","614930","0","0","663960","1278890"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","30025","0","0","30025"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","3","20048300","0","0","0","0","3","20048300","0","0","0","48620","48620"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","Y","해당없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","1","140000000","0","0","0","0","1","140000000","51289360","0","71000","112100","51472460"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","4","41600","0","0","0","0","4","41600","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","1","4500","0","0","0","0","1","4500","0","0","1483420","0","1483420"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","3","997680","1","3190000","0","0","4","4187680","0","7914330","0","0","7914330"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","0","0","1","500000","0","0","1","500000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","7","8000000","1","5577000","0","0","8","13577000","0","3971595","3638470","563000","8173065"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","Y","발전기금내 역없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","Y","해당내용 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","Y","학교발전기금 해당없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","1","4200","17","60298000","1","6717000","19","67019200","0","565000","0","0","565000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","11","3048780","1","2200000","0","0","12","5248780","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","Y","접수금액 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","Y","학교에 해당하지 않음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","6","4858300","0","0","0","0","6","4858300","2000000","1396080","1969980","0","5366060"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","6","35653400","6","5043300","0","0","12","40696700","30000000","2019200","3673400","0","35692600"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","2","42860","0","0","0","0","2","42860","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","Y","해당없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","4","2700000","1","570090","0","0","5","3270090","0","0","0","2553920","2553920"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","1","500000","16","71335000","8","7240000","25","79075000","0","0","0","1800000","1800000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","1","20000000","0","0","0","0","1","20000000","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","3","29140","13","53856000","1","3690000","17","57575140","0","0","0","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","0","0","0","0","0","0","0","0","12800000","0","0","0","12800000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","Y","해당없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","2","30019060","0","0","0","0","2","30019060","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","2","5300000","0","0","0","0","2","5300000","0","0","0","5300000","5300000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","10","2680560","3","5272000","0","0","13","7952560","0","0","2673480","7130","2680610"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","3","352600","0","0","0","0","3","352600","0","0","717490","300000","1017490"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","5","520800","0","0","0","0","5","520800","0","0","500000","1350000","1850000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","2","3541610","0","0","0","0","2","3541610","0","41610","3500000","0","3541610"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","3","1300100","0","0","0","0","3","1300100","0","0","0","300000","300000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","4","57100","18","69960000","2","4000000","24","74017100","0","1993060","0","0","1993060"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","0","0","17","121040000","1","10400000","18","131440000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","11","5500000","0","0","0","0","11","5500000","0","0","0","5500000","5500000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","1","1000000","3","1316900","0","0","4","2316900","0","1000000","0","0","1000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","0","0","6","79655000","1","16795000","7","96450000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","Y","학교발전기금 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","Y","접수액 및 지출내역 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","Y","우리학교는 발진기금 기부금 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","3","314950","0","0","0","0","3","314950","0","0","0","316700","316700"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","0","0","11","57015000","1","6100000","12","63115000","0","0","0","10","10"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","Y","2019학년도 발전기금 내역이 없음.","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","3","5502790","2","1796000","0","0","5","7298790","0","300000","0","3822970","4122970"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","0","0","3","7641000","0","0","3","7641000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","4","31600000","0","0","0","0","4","31600000","30000000","0","700000","300000","31000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","4","6246080","0","0","0","0","4","6246080","0","0","0","6645000","6645000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","3","315030","0","0","0","0","3","315030","0","0","0","300000","300000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","0","0","915160","915160"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","Y","본교는 학교발전기금의 접수현황의 접수금과 결산총괄의 지출금이 없어 제외처리함","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","4","4323670","5","73830000","1","7160000","10","85313670","150000000","1000000","0","3323670","154323670"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","Y","발전기금없음","0","0","3","729000","0","0","3","729000","0","0","0","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","4","7729340","0","0","0","0","4","7729340","0","0","28635190","0","28635190"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","1","5351000","0","0","0","0","1","5351000","0","0","0","5351000","5351000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","9","5373910","0","0","0","0","9","5373910","0","0","1126120","160000","1286120"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","Y","취합된 데이터 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","Y","학교발전기금 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","1","11835000","0","0","1","186000000","2","197835000","0","0","0","11835000","11835000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","1","3582000","0","0","0","0","1","3582000","0","0","0","3582000","3582000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","6","20760000","1","2000000","0","0","7","22760000","0","4744390","9205580","7140000","21089970"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","2","47030","0","0","0","0","2","47030","0","0","0","47193","47193"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","1","3000000","0","0","0","0","1","3000000","0","0","0","3000000","3000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","Y","해당사항 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","4","435400","0","0","0","0","4","435400","0","35400","0","400080","435480"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","5","1817040","0","0","0","0","5","1817040","0","0","0","1800000","1800000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001045","서울양천초등학교","02","공립","Y","학교발전기금 없음","","","","","","","","","","","","",""
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001046","서울양화초등학교","02","공립","N","","2","1300000","0","0","0","0","2","1300000","0","791280","0","1300000","2091280"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001048","서울염동초등학교","02","공립","N","","5","99820","15","164932300","5","11440000","25","176472120","0","0","0","417780","417780"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001049","서울염창초등학교","02","공립","N","","2","650000","3","9804000","0","0","5","10454000","0","0","1281890","157320","1439210"
